,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Raúl Jiménez,9.0,mx MEX,FW,27-230,90,36,34,1,0,0,1,0,0,0,0,0,0,27,1,3
1,Adama Traoré,37.0,es ESP,FW,22-330,62,15,15,0,0,0,0,1,0,0,0,0,0,11,0,1
2,Ivan Cavaleiro,7.0,pt POR,FW,25-064,28,17,17,0,0,0,0,2,0,0,0,0,0,10,0,4
3,João Moutinho,28.0,pt POR,AM,32-104,62,27,25,2,0,0,0,0,0,0,0,0,0,21,0,0
4,Morgan Gibbs-White,17.0,eng ENG,AM,18-328,28,12,11,1,0,0,1,1,0,1,1,0,0,10,0,1
5,Rúben Neves,8.0,pt POR,CM,21-283,90,57,56,1,1,1,0,0,0,0,0,0,0,43,0,2
6,Romain Saïss,27.0,ma MAR,CM,28-270,90,62,61,1,0,0,1,1,1,0,0,0,0,48,0,3
7,Jonny Castro,19.0,es ESP,WB,24-293,80,42,32,10,0,0,0,0,10,0,0,0,0,33,0,3
8,Rúben Vinagre,29.0,pt POR,WB,19-256,10,12,8,4,0,0,0,2,4,0,0,0,0,7,0,1
9,Matt Doherty,2.0,ie IRL,WB,26-339,90,45,33,9,0,0,3,0,9,0,0,0,0,36,3,0
10,Willy Boly,15.0,ci CIV,CB,27-321,90,39,37,2,2,0,0,0,0,0,0,0,0,28,0,0
11,Conor Coady,16.0,eng ENG,CB,25-299,90,38,38,0,0,0,1,0,0,0,0,0,0,27,0,0
12,Ryan Bennett,5.0,eng ENG,CB,28-290,90,38,37,1,0,0,0,0,1,0,0,0,0,29,0,0
13,Rui Patrício,11.0,pt POR,GK,30-309,90,19,13,6,2,0,0,0,0,0,0,0,0,13,0,0
14,14 Players,,,,,990,459,417,38,5,1,7,7,25,1,1,0,0,343,4,18
