,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Salomón Rondón,9.0,ve VEN,FW,29-097,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
1,Ayoze Pérez,17.0,es ESP,LM,25-146,90,3,2,1,1,1,0,1,0.0,1,4,0,4,0,3,0,0
2,Mohamed Diamé,10.0,sn SEN,CM,31-191,90,3,2,0,2,1,0,0,,0,2,0,2,2,5,0,0
3,Ki Sung-yueng,4.0,kr KOR,CM,29-332,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0
4,Christian Atsu,30.0,gh GHA,RM,26-346,71,2,0,1,1,0,0,0,,0,1,0,1,0,2,0,0
5,Kenedy,15.0,br BRA,RM,22-317,19,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
6,Matt Ritchie,11.0,sct SCO,LB,29-103,90,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0
7,Paul Dummett,3.0,wls WAL,CB,27-087,90,3,3,1,2,0,1,4,25.0,3,0,0,0,1,4,1,0
8,Jamaal Lascelles,6.0,eng ENG,CB,25-041,90,2,2,1,0,1,0,0,,0,2,2,0,0,2,3,0
9,Fabian Schär,5.0,ch SUI,CB,27-002,90,4,3,1,3,0,0,4,0.0,4,0,0,0,2,6,5,0
10,Javier Manquillo,19.0,es ESP,RB,24-231,83,3,2,1,2,0,1,1,100.0,0,0,0,0,0,3,0,0
11,DeAndre Yedlin,22.0,us USA,RB,25-166,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12,Martin Dúbravka,12.0,sk SVK,GK,29-341,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13,13 Players,,,,,990,22,15,7,12,3,3,12,25.0,9,11,2,9,7,29,11,0
