,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Edinson Cavani,7.0,uy URU,FW,33-295,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0
1,Marcus Rashford,10.0,eng ENG,LW,23-035,45,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
2,Anthony Martial,9.0,fr FRA,"LW,FW",25-000,61,0,0,0,2,2,2,0,0,0,0,0,0,3,0,2,0.0
3,Juan Mata,8.0,es ESP,RW,32-221,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
4,Mason Greenwood,11.0,eng ENG,"RW,FW",19-065,90,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0.0
5,Donny van de Beek,34.0,nl NED,AM,23-231,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
6,Bruno Fernandes,18.0,pt POR,AM,26-088,45,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,
7,Paul Pogba,6.0,fr FRA,DM,27-265,90,0,0,0,0,2,0,1,1,0,0,0,0,10,4,2,66.7
8,Scott McTominay,39.0,sct SCO,DM,23-363,90,0,0,0,1,4,0,0,1,0,0,0,0,8,2,2,50.0
9,Alex Telles,27.0,br BRA,LB,27-356,90,0,0,0,1,0,0,6,2,0,0,0,0,3,2,0,100.0
10,Harry Maguire,5.0,eng ENG,CB,27-275,90,0,0,0,1,1,0,0,3,0,0,0,0,5,3,2,60.0
11,Victor Lindelöf,2.0,se SWE,CB,26-141,90,0,0,0,3,0,0,0,1,0,0,0,0,5,5,2,71.4
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,23-009,90,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1,0.0
13,Dean Henderson,26.0,eng ENG,GK,23-268,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,0,0,0,10,9,3,10,9,8,0,0,0,54,16,14,53.3
