,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Mbaye Diagne,17.0,sn SEN,FW,29-179,90,0,0,0,2,3,0,1,0,0,0,0,0,2,4,7,36.4
1,Callum Robinson,7.0,ie IRL,LM,26-082,66,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0
2,Matt Phillips,10.0,sct SCO,LM,30-043,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3,Ainsley Maitland-Niles,30.0,eng ENG,CM,23-239,85,0,0,0,0,2,0,0,1,0,1,0,0,5,0,2,0.0
4,Dara O'Shea,27.0,ie IRL,CB,22-052,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
5,Conor Gallagher,18.0,eng ENG,CM,21-078,90,1,0,0,1,3,0,3,1,0,0,0,0,7,1,0,100.0
6,Matheus Pereira,12.0,pt POR,RM,24-355,90,0,0,0,2,0,0,5,0,2,0,0,0,7,0,1,0.0
7,Okay Yokuşlu,35.0,tr TUR,"DM,CM",27-047,90,1,0,0,1,3,0,0,4,0,0,0,0,11,1,3,25.0
8,Conor Townsend,14.0,eng ENG,LB,28-052,90,0,0,0,0,1,0,0,0,2,0,0,0,8,2,5,28.6
9,Kyle Bartley,5.0,eng ENG,CB,29-338,90,0,0,0,0,1,1,1,1,0,0,0,0,3,5,2,71.4
10,Semi Ajayi,6.0,ng NGA,CB,27-167,90,0,0,0,3,0,0,0,1,1,0,1,0,2,2,0,100.0
11,Darnell Furlong,2.0,eng ENG,RB,25-176,90,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,100.0
12,Sam Johnstone,1.0,eng ENG,GK,28-031,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13,13 Players,,,,,990,2,0,0,9,14,1,13,8,5,1,1,0,54,17,22,43.6
