,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,28-071,90,2,0,0,,,,1,0,,,,,,,0,,
1,Gervinho,,ci CIV,"FW,MF",24-142,66,0,1,0,,,,0,0,,,,,,,0,,
2,Andrey Arshavin,,ru RUS,"FW,MF",30-140,24,0,0,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",22-214,90,0,0,0,,,,0,0,,,,,,,0,,
4,Tomáš Rosický,,cz CZE,MF,31-012,75,0,0,0,,,,0,0,,,,,,,0,,
5,Yossi Benayoun,,il ISR,MF,31-164,15,0,0,0,,,,0,0,,,,,,,0,,
6,Mikel Arteta,,es ESP,MF,29-204,90,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",24-037,90,0,0,0,,,,1,0,,,,,,,0,,
8,Kieran Gibbs,,eng ENG,"DF,MF",22-020,49,0,0,0,,,,0,0,,,,,,,0,,
9,André Santos,,br BRA,"DF,MF",28-222,41,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,26-036,90,0,0,0,,,,1,0,,,,,,,0,,
11,Per Mertesacker,,de GER,DF,27-017,90,0,0,0,,,,0,0,,,,,,,0,,
12,Carl Jenkinson,,eng ENG,DF,19-250,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,21-181,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,3,0,,,,,,,0,,
