,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Erling Haaland,9.0,no NOR,FW,22-297,77,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
1,Jack Grealish,10.0,eng ENG,LW,27-246,13,5,4,1,0,0,0,0,1,0,0,0,0,4,0,1
2,Phil Foden,47.0,eng ENG,"LW,AM",22-351,90,58,56,2,0,0,0,3,2,0,0,0,0,49,0,1
3,Riyad Mahrez,26.0,dz ALG,RW,32-082,90,48,43,5,2,0,0,5,2,1,0,0,0,37,0,0
4,Julián Álvarez,19.0,ar ARG,"AM,FW",23-103,90,29,26,3,0,0,0,3,0,2,1,0,0,22,0,1
5,İlkay Gündoğan,8.0,de GER,DM,32-202,77,37,32,5,0,0,0,3,2,3,0,0,0,31,0,2
6,Bernardo Silva,20.0,pt POR,DM,28-277,13,15,15,0,0,0,1,0,0,0,0,0,0,15,0,0
7,Rodri,16.0,es ESP,DM,26-326,87,75,75,0,0,0,0,0,0,0,0,0,0,68,0,0
8,Kalvin Phillips,4.0,eng ENG,DM,27-163,3,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
9,Manuel Akanji,25.0,ch SUI,"LB,CB",27-299,90,87,82,5,4,0,1,1,1,0,0,0,0,82,0,1
10,Aymeric Laporte,14.0,es ESP,CB,28-352,90,112,109,3,3,0,0,1,0,0,0,0,0,103,0,2
11,Rúben Dias,3.0,pt POR,CB,26-000,89,97,96,1,1,0,0,0,0,0,0,0,0,92,0,1
12,Sergio Gómez,21.0,es ESP,LB,22-252,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
13,Kyle Walker,2.0,eng ENG,RB,32-351,90,86,81,5,0,1,2,1,5,0,0,0,0,76,0,1
14,Ederson,31.0,br BRA,GK,29-270,90,37,31,6,1,0,0,0,0,0,0,0,0,34,0,0
15,15 Players,,,,,990,706,670,36,11,1,4,17,13,6,1,0,0,630,0,10
