,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Ivan Toney,17.0,eng ENG,FW,26-060,90,17,17,0,0,0,1,0,0,0,0,0,0,12,0,0
1,Yoane Wissa,11.0,cd COD,"LW,FW",25-254,74,19,19,0,0,1,0,1,0,0,0,0,0,14,0,1
2,Mads Roerslev,30.0,dk DEN,"FW,CB",22-325,16,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
3,Bryan Mbeumo,19.0,cm CMR,"RW,WB,FW",22-281,90,38,38,0,0,0,1,4,0,0,0,0,0,28,0,1
4,Christian Eriksen,21.0,dk DEN,"CM,LM",30-090,90,84,77,6,4,1,1,8,0,2,1,0,1,68,1,2
5,Christian Nørgaard,6.0,dk DEN,"CM,CB",28-066,90,75,73,2,1,0,1,1,1,0,0,0,0,69,0,2
6,Mathias Jensen,8.0,dk DEN,"CM,RM",26-134,90,53,48,5,1,1,0,2,1,0,0,0,0,49,0,0
7,Rico Henry,3.0,eng ENG,"WB,LB",24-311,90,76,64,12,0,0,0,3,12,0,0,0,0,57,0,4
8,Mads Bech Sørensen,29.0,dk DEN,CB,23-128,45,31,31,0,0,0,0,0,0,0,0,0,0,27,0,0
9,Vitaly Janelt,27.0,de GER,CB,24-005,45,65,64,1,0,0,0,3,1,0,0,0,0,59,0,1
10,Pontus Jansson,18.0,se SWE,CB,31-091,90,59,58,1,0,0,0,0,1,0,0,0,0,53,0,0
11,Kristoffer Ajer,20.0,no NOR,"RB,CB",24-028,58,47,42,5,1,0,1,0,4,0,0,0,0,38,0,2
12,Josh Dasilva,10.0,eng ENG,"CM,WB",23-204,32,17,15,2,0,0,0,1,2,0,0,0,0,15,0,0
13,David Raya,1.0,es ESP,GK,26-242,90,49,39,10,2,0,1,0,0,0,0,0,0,43,0,0
14,14 Players,,,,,990,636,591,44,9,3,6,23,22,2,1,0,1,535,1,13
