,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-12,13:30 ,Premier League,Matchweek 1,Sun,Away,L,0,4,Liverpool,0.7,4.0,36,"53,235",Mark Noble,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/fc2c1788/Liverpool-West-Ham-United-August-12-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Home,L,1,2,Bournemouth,1.2,1.3,61,"56,888",Mark Noble,4-4-2,Stuart Attwell,https://fbref.com/en/matches/19d6b566/West-Ham-United-Bournemouth-August-18-2018-Premier-League,
2,2018-08-25,15:00 ,Premier League,Matchweek 3,Sat,Away,L,1,3,Arsenal,1.1,1.8,39,"59,830",Marko Arnautović,4-4-1-1,Graham Scott,https://fbref.com/en/matches/0014076a/Arsenal-West-Ham-United-August-25-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Home,L,0,1,Wolves,1.1,1.0,48,"56,947",Marko Arnautović,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/c600b8ae/West-Ham-United-Wolverhampton-Wanderers-September-1-2018-Premier-League,
5,2018-09-16,16:00 ,Premier League,Matchweek 5,Sun,Away,W,3,1,Everton,1.2,1.4,44,"39,161",Mark Noble,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/d7a7d583/Everton-West-Ham-United-September-16-2018-Premier-League,
6,2018-09-23,13:30 ,Premier League,Matchweek 6,Sun,Home,D,0,0,Chelsea,1.0,1.5,29,"56,875",Mark Noble,4-3-3,Mike Dean,https://fbref.com/en/matches/c09e4868/West-Ham-United-Chelsea-September-23-2018-Premier-League,
8,2018-09-29,12:30 ,Premier League,Matchweek 7,Sat,Home,W,3,1,Manchester Utd,1.4,0.7,48,"56,938",Mark Noble,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/f6e0fe6b/West-Ham-United-Manchester-United-September-29-2018-Premier-League,
9,2018-10-05,20:00 ,Premier League,Matchweek 8,Fri,Away,L,0,1,Brighton,1.4,1.2,64,"30,544",Mark Noble,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/cf0741b9/Brighton-and-Hove-Albion-West-Ham-United-October-5-2018-Premier-League,
10,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Home,L,0,1,Tottenham,0.8,0.9,44,"56,921",Mark Noble,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/5dbd9cd7/West-Ham-United-Tottenham-Hotspur-October-20-2018-Premier-League,
11,2018-10-27,17:30 ,Premier League,Matchweek 10,Sat,Away,D,1,1,Leicester City,1.4,1.7,36,"31,848",Mark Noble,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/c55a55c7/Leicester-City-West-Ham-United-October-27-2018-Premier-League,
