,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Alexandre Lacazette,9.0,fr FRA,FW,27-118,90,3,2,0,2,1,0,1,0.0,1,1,0,1,1,4,2,0
1,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,29-097,68,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0
2,Alex Iwobi,17.0,ng NGA,LW,22-143,22,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
3,Mesut Özil,10.0,de GER,RW,29-343,90,4,2,2,0,2,1,3,33.3,2,2,0,2,1,5,2,0
4,Aaron Ramsey,8.0,wls WAL,AM,27-271,79,0,0,0,0,0,0,5,0.0,5,0,0,0,0,0,0,0
5,Danny Welbeck,23.0,eng ENG,AM,27-301,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
6,Granit Xhaka,34.0,ch SUI,DM,25-361,90,0,0,0,0,0,0,2,0.0,2,3,0,3,1,1,3,0
7,Lucas Torreira,11.0,uy URU,DM,22-224,90,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,1,0
8,Nacho Monreal,18.0,es ESP,LB,32-209,90,4,2,3,0,1,1,3,33.3,2,2,0,2,2,6,0,0
9,Sokratis Papastathopoulos,5.0,gr GRE,CB,30-106,38,2,1,1,1,0,0,0,,0,0,0,0,0,2,2,0
10,Rob Holding,16.0,eng ENG,CB,23-003,52,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0
11,Shkodran Mustafi,20.0,de GER,CB,26-159,90,1,1,1,0,0,1,1,100.0,0,1,0,1,3,4,6,0
12,Héctor Bellerín,2.0,es ESP,RB,23-188,90,1,1,0,0,1,0,0,,0,2,1,1,0,1,4,0
13,Petr Čech,1.0,cz CZE,GK,36-126,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
14,14 Players,,,,,990,19,12,9,4,6,6,19,31.6,13,13,2,11,9,28,29,0
