,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
29,2023-02-11,12:30 ,Premier League,Matchweek 23,Sat,Away,D,1,1,West Ham,1.1,1.3,71,"62,471",Thiago Silva,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/18dea268/West-Ham-United-Chelsea-February-11-2023-Premier-League,
31,2023-02-18,15:00 ,Premier League,Matchweek 24,Sat,Home,L,0,1,Southampton,1.6,0.6,62,"40,152",César Azpilicueta,4-2-3-1,David Coote,https://fbref.com/en/matches/8d750d5d/Chelsea-Southampton-February-18-2023-Premier-League,
32,2023-02-26,13:30 ,Premier League,Matchweek 25,Sun,Away,L,0,2,Tottenham,0.4,0.8,59,"61,613",Thiago Silva,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/8eff71b5/Tottenham-Hotspur-Chelsea-February-26-2023-Premier-League,
33,2023-03-04,15:00 ,Premier League,Matchweek 26,Sat,Home,W,1,0,Leeds United,1.5,1.0,57,"39,905",Mateo Kovačić,3-4-3,Michael Oliver,https://fbref.com/en/matches/59f9a78f/Chelsea-Leeds-United-March-4-2023-Premier-League,
35,2023-03-11,15:00 ,Premier League,Matchweek 27,Sat,Away,W,3,1,Leicester City,1.6,2.4,52,"32,170",Mateo Kovačić,3-4-3,Andre Marriner,https://fbref.com/en/matches/bd5571a1/Leicester-City-Chelsea-March-11-2023-Premier-League,
36,2023-03-18,17:30 ,Premier League,Matchweek 28,Sat,Home,D,2,2,Everton,2.3,1.2,68,"40,025",Mateo Kovačić,3-4-3,Darren England,https://fbref.com/en/matches/9453dba7/Chelsea-Everton-March-18-2023-Premier-League,
37,2023-04-01,17:30 ,Premier League,Matchweek 29,Sat,Home,L,0,2,Aston Villa,2.1,0.9,69,"40,082",Mateo Kovačić,3-4-3,Andy Madley,https://fbref.com/en/matches/870fa8c9/Chelsea-Aston-Villa-April-1-2023-Premier-League,
38,2023-04-04,20:00 ,Premier League,Matchweek 8,Tue,Home,D,0,0,Liverpool,2.2,0.3,49,"40,093",N'Golo Kanté,3-5-2,Anthony Taylor,https://fbref.com/en/matches/1028e683/Chelsea-Liverpool-April-4-2023-Premier-League,
39,2023-04-08,15:00 ,Premier League,Matchweek 30,Sat,Away,L,0,1,Wolves,1.1,0.6,62,"31,614",Mateo Kovačić,4-3-3,Peter Bankes,https://fbref.com/en/matches/aa1fa8dc/Wolverhampton-Wanderers-Chelsea-April-8-2023-Premier-League,
41,2023-04-15,15:00 ,Premier League,Matchweek 31,Sat,Home,L,1,2,Brighton,0.5,2.9,43,"40,126",Kepa Arrizabalaga,4-2-3-1,Robert Jones,https://fbref.com/en/matches/18e7d354/Chelsea-Brighton-and-Hove-Albion-April-15-2023-Premier-League,
43,2023-04-26,19:45 ,Premier League,Matchweek 33,Wed,Home,L,0,2,Brentford,1.3,1.1,71,"39,929",César Azpilicueta,3-4-3,Andy Madley,https://fbref.com/en/matches/071b5820/Chelsea-Brentford-April-26-2023-Premier-League,
44,2023-05-02,20:00 ,Premier League,Matchweek 34,Tue,Away,L,1,3,Arsenal,0.8,1.7,45,"60,144",César Azpilicueta,4-3-3,Robert Jones,https://fbref.com/en/matches/2d551ff5/North-West-London-Derby-Arsenal-Chelsea-May-2-2023-Premier-League,
45,2023-05-06,15:00 ,Premier League,Matchweek 35,Sat,Away,W,3,1,Bournemouth,1.3,1.2,65,"10,357",Thiago Silva,4-3-3,John Brooks,https://fbref.com/en/matches/6116824f/Bournemouth-Chelsea-May-6-2023-Premier-League,
46,2023-05-13,15:00 ,Premier League,Matchweek 36,Sat,Home,D,2,2,Nott'ham Forest,1.2,1.3,75,"40,030",Thiago Silva,4-3-3,Paul Tierney,https://fbref.com/en/matches/96ab0b45/Chelsea-Nottingham-Forest-May-13-2023-Premier-League,
47,2023-05-21,16:00 ,Premier League,Matchweek 37,Sun,Away,L,0,1,Manchester City,1.2,1.2,36,"53,490",César Azpilicueta,3-4-1-2,Michael Oliver,https://fbref.com/en/matches/589e447b/Manchester-City-Chelsea-May-21-2023-Premier-League,
48,2023-05-25,20:00 ,Premier League,Matchweek 32,Thu,Away,L,1,4,Manchester Utd,1.9,5.2,58,"73,561",César Azpilicueta,4-3-3,Stuart Attwell,https://fbref.com/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League,
49,2023-05-28,16:30 ,Premier League,Matchweek 38,Sun,Home,D,1,1,Newcastle Utd,2.2,1.7,64,"40,130",César Azpilicueta,4-2-3-1,Jarred Gillett,https://fbref.com/en/matches/4f7b1a0d/Chelsea-Newcastle-United-May-28-2023-Premier-League,
