,num,joueur
0,1,Nick Pope
1,2,Matthew Lowton
2,3,Charlie Taylor
3,5,James Tarkowski
4,6,Ben Mee
5,8,Josh Brownhill
6,9,Chris Wood
7,10,Ashley Barnes
8,11,Dwight McNeil
9,12,Robbie Brady
10,18,Ashley Westwood
