,num,joueur
0,,Jake Livermore
1,,James Chester
2,,Shane Long
3,,Liam Rosenior
4,,Ahmed Elmohamady
5,,Curtis Davies
6,,Tom Huddlestone
7,,Nikica Jelavić
8,,David Meyler
9,,
10,,Eldin Jakupović
