,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-10,15:00 ,Premier League,Matchweek 1,Sat,Away,W,3,0,Watford,0.8,0.7,51,"20,245",Lewis Dunk,3-4-3,Craig Pawson,https://fbref.com/en/matches/38111659/Watford-Brighton-and-Hove-Albion-August-10-2019-Premier-League,
1,2019-08-17,15:00 ,Premier League,Matchweek 2,Sat,Home,D,1,1,West Ham,2.0,0.8,57,"30,459",Lewis Dunk,3-4-3,Anthony Taylor,https://fbref.com/en/matches/894d0ca5/Brighton-and-Hove-Albion-West-Ham-United-August-17-2019-Premier-League,
2,2019-08-24,15:00 ,Premier League,Matchweek 3,Sat,Home,L,0,2,Southampton,0.8,1.7,51,"30,019",Lewis Dunk,3-4-3,Kevin Friend,https://fbref.com/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Away,L,0,4,Manchester City,0.9,1.9,47,"54,386",Lewis Dunk,3-4-3,Jonathan Moss,https://fbref.com/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,
5,2019-09-14,15:00 ,Premier League,Matchweek 5,Sat,Home,D,1,1,Burnley,1.4,0.4,62,"29,398",Lewis Dunk,3-4-3,Michael Oliver,https://fbref.com/en/matches/1d3bbc27/Brighton-and-Hove-Albion-Burnley-September-14-2019-Premier-League,
6,2019-09-21,17:30 ,Premier League,Matchweek 6,Sat,Away,D,0,0,Newcastle Utd,1.4,0.9,71,"43,316",Lewis Dunk,3-4-3,Martin Atkinson,https://fbref.com/en/matches/966fb8b0/Newcastle-United-Brighton-and-Hove-Albion-September-21-2019-Premier-League,
8,2019-09-28,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,2,Chelsea,0.6,3.7,47,"40,683",Lewis Dunk,3-5-1-1,Chris Kavanagh,https://fbref.com/en/matches/1d4b5564/Chelsea-Brighton-and-Hove-Albion-September-28-2019-Premier-League,
9,2019-10-05,12:30 ,Premier League,Matchweek 8,Sat,Home,W,3,0,Tottenham,2.4,0.4,48,"30,610",Lewis Dunk,4-4-2,Jonathan Moss,https://fbref.com/en/matches/aafb2d3a/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-5-2019-Premier-League,
10,2019-10-19,15:00 ,Premier League,Matchweek 9,Sat,Away,L,1,2,Aston Villa,1.2,3.0,51,"41,826",Lewis Dunk,4-4-2,David Coote,https://fbref.com/en/matches/34685c72/Aston-Villa-Brighton-and-Hove-Albion-October-19-2019-Premier-League,
11,2019-10-26,15:00 ,Premier League,Matchweek 10,Sat,Home,W,3,2,Everton,1.2,0.9,55,"30,529",Lewis Dunk,4-4-2,Andy Madley,https://fbref.com/en/matches/f728ceea/Brighton-and-Hove-Albion-Everton-October-26-2019-Premier-League,
12,2019-11-02,15:00 ,Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,2.7,0.4,58,"30,539",Lewis Dunk,4-4-2,Kevin Friend,https://fbref.com/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,
