,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Karlan Grant,29.0,eng ENG,FW,23-088,69,0,0,0,0,1,1,0,0,19,0,1,1,0.3,0.3,0.0,1,0,10,12,83.3,0,6,1,0,0
1,Charlie Austin,15.0,eng ENG,FW,31-163,21,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,1,1,1
2,Grady Diangana,11.0,cd COD,LM,22-240,90,0,0,0,0,0,0,0,0,33,4,3,3,0.0,0.0,0.0,2,0,13,20,65.0,1,13,0,4,3
3,Conor Gallagher,18.0,eng ENG,CM,20-313,90,0,0,0,0,1,0,1,0,29,0,3,0,0.0,0.0,0.0,0,0,15,21,71.4,1,12,0,2,0
4,Jake Livermore,8.0,eng ENG,CM,31-031,79,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,1,0,9,18,50.0,2,9,0,0,0
5,Filip Krovinović,17.0,hr CRO,"RM,CM",25-108,11,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0
6,Matt Phillips,10.0,sct SCO,RM,29-277,86,0,0,0,0,1,0,0,0,32,0,0,2,0.0,0.0,0.1,2,0,14,19,73.7,0,8,1,2,0
7,Lee Peltier,22.0,eng ENG,"RB,RM",34-004,4,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0
8,Romaine Sawyers,19.0,kn SKN,"DM,CM",29-043,90,0,0,0,0,0,0,0,0,32,1,2,0,0.0,0.0,0.0,1,0,21,29,72.4,0,11,0,2,2
9,Kieran Gibbs,3.0,eng ENG,LB,31-080,90,0,0,0,0,0,0,1,0,26,2,1,3,0.0,0.0,0.0,0,0,13,19,68.4,0,6,0,0,0
10,Dara O'Shea,27.0,ie IRL,CB,21-286,90,0,0,0,0,0,0,0,0,33,1,0,3,0.0,0.0,0.0,1,0,11,16,68.8,0,9,0,0,0
11,Semi Ajayi,6.0,ng NGA,CB,27-036,90,0,0,0,0,1,0,0,0,29,1,0,3,0.1,0.1,0.0,0,0,6,15,40.0,0,8,0,0,0
12,Darnell Furlong,2.0,eng ENG,"RB,CB",25-045,90,0,0,0,0,1,0,0,0,32,1,2,0,0.1,0.1,0.0,0,0,14,26,53.8,1,8,0,0,0
13,Sam Johnstone,1.0,eng ENG,GK,27-265,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,16,41,39.0,0,16,0,0,0
14,14 Players,,,,,990,0,0,0,0,5,1,3,0,358,13,12,16,0.5,0.5,0.1,8,0,149,246,60.6,5,113,3,11,6
