,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Chris Wood,11.0,nz NZL,FW,26-016,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Ashley Barnes,10.0,eng ENG,"FW,LM",28-054,56,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Jeff Hendrick,13.0,ie IRL,FW,25-326,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
3,Sam Vokes,9.0,wls WAL,FW,28-063,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Scott Arfield,37.0,ca CAN,LM,29-052,85,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,2,0
5,Nahki Wells,21.0,bm BER,FW,27-205,5,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
6,Jack Cork,4.0,eng ENG,CM,28-181,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0
7,Steven Defour,16.0,be BEL,CM,29-252,90,2,1,0,1,1,0,1,0.0,1,1,0,1,4,6,0,0
8,Jóhann Berg Guðmundsson,17.0,is ISL,RM,27-057,90,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
9,Charlie Taylor,3.0,eng ENG,LB,24-096,90,2,0,1,1,0,1,1,100.0,0,1,0,1,3,5,5,0
10,Ben Mee,6.0,eng ENG,CB,28-093,90,2,1,0,2,0,0,1,0.0,1,3,3,0,1,3,3,0
11,Kevin Long,28.0,ie IRL,CB,27-127,90,0,0,0,0,0,0,4,0.0,4,2,1,1,0,0,12,0
12,Phil Bardsley,26.0,sct SCO,RB,32-178,90,1,1,1,0,0,0,0,,0,2,1,1,2,3,5,0
13,Nick Pope,29.0,eng ENG,GK,25-248,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,11,5,2,8,1,2,11,18.2,9,12,5,7,12,23,29,0
