,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Teemu Pukki,22.0,fi FIN,FW,31-346,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1,Josh Sargent,24.0,us USA,"FW,RW",22-018,83,1,1,1,0,0,0,1,0.0,1,3,0,3,0,1,0,0
2,Jon Rowe,46.0,eng ENG,RW,18-314,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Kenny McLean,23.0,sct SCO,CM,30-061,90,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0
4,Mathias Normann,16.0,no NOR,CM,25-286,45,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,0,0
5,Milot Rashica,17.0,xk KVX,LW,25-255,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Pierre Lees-Melou,20.0,fr FRA,CM,28-289,90,1,1,1,0,0,0,2,0.0,2,1,0,1,2,3,1,0
7,Brandon Williams,21.0,eng ENG,LB,21-188,90,3,1,2,1,0,2,4,50.0,2,1,0,1,1,4,0,0
8,Ozan Kabak,15.0,tr TUR,CB,21-350,90,3,2,1,2,0,2,2,100.0,0,3,1,2,2,5,0,0
9,Grant Hanley,5.0,sct SCO,CB,30-110,90,5,3,1,2,2,3,3,100.0,0,1,1,0,3,8,4,0
10,Christoph Zimmermann,6.0,de GER,CB,29-057,45,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
11,Lukas Rupp,7.0,de GER,CM,31-061,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12,Max Aarons,2.0,eng ENG,RB,22-065,90,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,7,0
13,Tim Krul,1.0,nl NED,GK,33-341,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,16,9,8,6,2,9,19,47.4,10,10,3,7,11,27,13,0
