,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Away,L,0,2,West Ham,,"34,977",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/6c9d4543/West-Ham-United-Cardiff-City-August-17-2013-Premier-League,
1,2013-08-25,,Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester City,,"27,068",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/aa694ae6/Cardiff-City-Manchester-City-August-25-2013-Premier-League,
2,2013-08-31,,Premier League,Matchweek 3,Sat,Home,D,0,0,Everton,,"27,344",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/a136a9eb/Cardiff-City-Everton-August-31-2013-Premier-League,
3,2013-09-14,,Premier League,Matchweek 4,Sat,Away,D,1,1,Hull City,,"21,949",,4-5-1,Bobby Madley,https://fbref.com/en/matches/c350d1f0/Hull-City-Cardiff-City-September-14-2013-Premier-League,
4,2013-09-22,,Premier League,Matchweek 5,Sun,Home,L,0,1,Tottenham,,"27,815",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/b1e33db4/Cardiff-City-Tottenham-Hotspur-September-22-2013-Premier-League,
5,2013-09-28,,Premier League,Matchweek 6,Sat,Away,W,2,1,Fulham,,"23,020",,4-1-2-1-2◆,Craig Pawson,https://fbref.com/en/matches/e0556f9a/Fulham-Cardiff-City-September-28-2013-Premier-League,
6,2013-10-05,,Premier League,Matchweek 7,Sat,Home,L,1,2,Newcastle Utd,,"27,538",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/583ca377/Cardiff-City-Newcastle-United-October-5-2013-Premier-League,
7,2013-10-19,,Premier League,Matchweek 8,Sat,Away,L,1,4,Chelsea,,"41,475",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/0075b8f0/Chelsea-Cardiff-City-October-19-2013-Premier-League,
8,2013-10-26,,Premier League,Matchweek 9,Sat,Away,D,0,0,Norwich City,,"26,846",,4-1-4-1,Mike Jones,https://fbref.com/en/matches/fff95647/Norwich-City-Cardiff-City-October-26-2013-Premier-League,
9,2013-11-03,,Premier League,Matchweek 10,Sun,Home,W,1,0,Swansea City,,"27,463",,4-1-4-1,Mike Dean,https://fbref.com/en/matches/4bb2f946/Cardiff-City-Swansea-City-November-3-2013-Premier-League,
10,2013-11-09,,Premier League,Matchweek 11,Sat,Away,L,0,2,Aston Villa,,"35,809",,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/b252c5f1/Aston-Villa-Cardiff-City-November-9-2013-Premier-League,
