,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Willian José,12.0,br BRA,FW,29-153,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
1,Adama Traoré,37.0,es ESP,"FW,RW,WB",25-090,90,2,1,1,1,0,1,1,100.0,0,2,0,2,0,2,0,1
2,Daniel Podence,10.0,pt POR,AM,25-186,68,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0
3,Morgan Gibbs-White,18.0,eng ENG,CM,21-088,22,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
4,Leander Dendoncker,32.0,be BEL,"CM,DM",26-010,90,6,4,1,4,1,3,4,75.0,1,2,0,2,0,6,3,0
5,Rúben Neves,8.0,pt POR,CM,24-043,68,1,1,1,0,0,0,1,0.0,1,1,1,0,3,4,0,0
6,Vitinha,20.0,pt POR,CM,21-071,22,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
7,Rayan Aït Nouri,3.0,dz ALG,"WB,LW",19-323,90,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0
8,Nélson Semedo,22.0,pt POR,WB,27-160,57,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0
9,Fábio Silva,17.0,pt POR,FW,18-280,33,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
10,Willy Boly,15.0,ci CIV,CB,30-081,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1
11,Conor Coady,16.0,eng ENG,CB,28-059,90,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,1,0
12,Romain Saïss,27.0,ma MAR,CB,31-030,90,5,3,2,3,0,2,2,100.0,0,0,0,0,5,10,2,1
13,Rui Patrício,11.0,pt POR,GK,33-069,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,16,11,7,8,1,8,20,40.0,12,8,1,7,13,29,17,3
