,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Kai Havertz,29.0,de GER,FW,22-321,69,41,0,2,11,28,9,41,1,0,0.0,1,100.0,25,131,44,3,0,2,3,1,39,13
1,Romelu Lukaku,9.0,be BEL,FW,28-350,21,4,0,0,1,3,0,4,1,0,0.0,1,100.0,3,22,1,0,1,0,0,0,4,2
2,Timo Werner,11.0,de GER,FW,26-053,70,34,0,0,11,23,4,34,0,0,,0,,18,151,79,4,3,0,0,1,31,10
3,Christian Pulisic,10.0,us USA,AM,23-222,20,11,0,3,7,3,1,11,1,1,100.0,0,0.0,8,51,30,2,1,0,2,1,8,1
4,Mason Mount,19.0,eng ENG,AM,23-108,90,71,0,1,24,46,7,71,0,0,,0,,43,181,87,2,2,1,2,2,56,12
5,N'Golo Kanté,7.0,fr FRA,CM,31-030,81,69,0,10,30,30,3,69,2,2,100.0,0,0.0,44,250,125,4,3,1,2,2,57,3
6,Ruben Loftus-Cheek,12.0,eng ENG,CM,26-095,9,5,1,2,4,0,0,5,0,0,,0,,2,27,23,1,0,0,0,0,2,0
7,Jorginho,5.0,it ITA,CM,30-129,90,89,1,12,57,21,1,89,1,1,100.0,0,0.0,53,309,185,2,2,1,0,0,66,2
8,Marcos Alonso,3.0,es ESP,WB,31-121,90,81,0,13,26,43,2,81,1,0,0.0,1,100.0,38,170,99,3,1,0,1,2,50,12
9,Reece James,24.0,eng ENG,WB,22-141,90,105,1,7,46,53,9,105,5,4,80.0,1,20.0,67,277,177,7,5,4,1,1,80,14
10,Antonio Rüdiger,2.0,de GER,CB,29-056,90,80,3,27,39,14,3,80,0,0,,0,,51,243,91,1,1,0,2,0,62,0
11,Thiago Silva,6.0,br BRA,CB,37-218,90,76,10,33,42,1,0,76,0,0,,0,,48,194,86,0,0,0,0,0,55,0
12,César Azpilicueta,28.0,es ESP,CB,32-243,90,90,6,27,47,16,2,90,1,1,100.0,0,0.0,53,196,96,1,1,0,1,2,61,1
13,Edouard Mendy,16.0,sn SEN,GK,30-058,90,18,15,18,0,0,0,18,0,0,,0,,15,52,33,0,0,0,0,0,11,0
14,14 Players,,,,,990,774,37,155,345,281,41,774,13,9,69.2,4,30.8,468,2254,1156,30,20,9,14,12,582,70
