,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Bobby Reid,14.0,jm JAM,FW,28-012,90,29,36,80.6,399,74,17,22,77.3,10,11,90.9,1,2,50.0,0,0.1,0.8,2,1,1,0,4
1,Josh Maja,27.0,ng NGA,FW,22-049,72,17,18,94.4,278,27,8,9,88.9,7,7,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,3
2,Ivan Cavaleiro,17.0,pt POR,FW,27-119,18,4,7,57.1,55,3,3,3,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,1
3,Ademola Lookman,19.0,ng NGA,LM,23-117,82,43,53,81.1,619,206,25,27,92.6,15,21,71.4,1,2,50.0,0,0.1,0.1,2,2,7,1,7
4,Andre-Frank Zambo Anguissa,29.0,cm CMR,LM,25-090,8,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
5,Mario Lemina,18.0,ga GAB,CM,27-166,89,64,70,91.4,1049,123,31,33,93.9,27,28,96.4,5,8,62.5,0,0.0,0.0,0,1,0,0,4
6,Josh Onomah,25.0,eng ENG,CM,23-293,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
7,Harrison Reed,21.0,eng ENG,CM,26-018,90,72,83,86.7,1375,410,26,29,89.7,36,38,94.7,9,14,64.3,0,0.1,0.1,1,13,1,0,12
8,Ruben Loftus-Cheek,15.0,eng ENG,RM,25-022,90,25,31,80.6,356,28,16,18,88.9,9,12,75.0,0,0,,0,0.1,0.1,1,1,0,0,1
9,Ola Aina,34.0,ng NGA,LB,24-129,90,74,82,90.2,1257,562,33,34,97.1,37,42,88.1,3,5,60.0,1,0.9,0.5,2,5,0,0,6
10,Tosin Adarabioyo,16.0,eng ENG,CB,23-143,90,55,64,85.9,1125,509,16,18,88.9,33,35,94.3,6,11,54.5,0,0.0,0.0,0,3,0,0,3
11,Joachim Andersen,5.0,dk DEN,CB,24-259,90,51,59,86.4,1141,398,11,11,100.0,33,35,94.3,7,12,58.3,0,0.0,0.0,1,7,0,0,1
12,Kenny Tete,2.0,nl NED,RB,25-128,90,39,56,69.6,641,262,24,31,77.4,11,16,68.8,4,7,57.1,0,0.0,0.0,0,1,1,0,1
13,Alphonse Areola,1.0,fr FRA,GK,27-353,90,18,26,69.2,438,330,6,6,100.0,8,8,100.0,4,12,33.3,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,491,585,83.9,8733,2932,216,241,89.6,227,256,88.7,42,75,56.0,1,1.3,1.6,9,36,10,1,43
