,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Bobby Reid,14.0,jm JAM,FW,28-012,90,43,0,4,17,22,7,43,3,1,33.3,2,66.7,27,193,109,5,4,2,0,2,37,8
1,Josh Maja,27.0,ng NGA,FW,22-049,72,30,0,1,10,19,4,30,1,0,0.0,1,100.0,17,70,29,1,1,0,4,3,21,3
2,Ivan Cavaleiro,17.0,pt POR,FW,27-119,18,12,1,6,4,3,0,12,1,1,100.0,0,0.0,7,36,20,0,1,0,0,1,5,0
3,Ademola Lookman,19.0,ng NGA,LM,23-117,82,63,0,2,20,41,6,63,7,4,57.1,3,42.9,46,285,115,4,2,3,3,3,54,17
4,Andre-Frank Zambo Anguissa,29.0,cm CMR,LM,25-090,8,3,1,2,1,0,0,3,0,0,,0,,1,2,0,0,0,0,1,0,1,0
5,Mario Lemina,18.0,ga GAB,CM,27-166,89,75,1,9,47,21,0,75,1,1,100.0,0,0.0,50,292,140,3,4,0,0,1,57,1
6,Josh Onomah,25.0,eng ENG,CM,23-293,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
7,Harrison Reed,21.0,eng ENG,CM,26-018,90,93,1,16,57,23,1,93,1,1,100.0,0,0.0,55,301,171,4,5,0,1,0,67,3
8,Ruben Loftus-Cheek,15.0,eng ENG,RM,25-022,90,40,0,6,16,20,3,40,0,0,,0,,26,134,68,2,2,2,4,0,32,5
9,Ola Aina,34.0,ng NGA,LB,24-129,90,91,3,31,44,17,5,91,0,0,,0,,43,219,113,3,1,1,1,1,61,4
10,Tosin Adarabioyo,16.0,eng ENG,CB,23-143,90,71,9,39,32,0,0,71,0,0,,0,,41,240,99,1,0,0,0,0,53,0
11,Joachim Andersen,5.0,dk DEN,CB,24-259,90,64,7,32,29,4,1,64,0,0,,0,,32,137,69,0,1,0,0,0,47,0
12,Kenny Tete,2.0,nl NED,RB,25-128,90,69,4,24,27,18,0,69,0,0,,0,,33,226,60,1,1,0,1,0,38,1
13,Alphonse Areola,1.0,fr FRA,GK,27-353,90,26,24,26,0,0,0,26,0,0,,0,,17,87,35,0,0,0,0,0,13,0
14,14 Players,,,,,990,680,51,198,304,188,27,680,14,8,57.1,6,42.9,395,2222,1028,24,22,8,15,11,486,42
