,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Leandro Trossard,11.0,be BEL,FW,27-084,90,52,1,4,17,31,6,52,4,2,50.0,2,50.0,32,156,68,1,2,1,2,1,44,10
1,Neal Maupay,9.0,fr FRA,"LW,FW",25-196,90,25,0,0,8,17,3,25,1,0,0.0,1,100.0,13,74,42,3,2,2,0,1,18,8
2,Alexis Mac Allister,10.0,ar ARG,CM,23-064,90,53,2,4,31,18,1,53,3,1,33.3,2,66.7,22,90,50,1,0,0,0,0,35,0
3,Yves Bissouma,8.0,ml MLI,CM,25-180,90,57,0,6,42,9,1,57,1,1,100.0,0,0.0,36,160,37,1,0,0,1,2,38,0
4,Jakub Moder,15.0,pl POL,"CM,LM",22-325,61,27,0,3,9,15,2,27,0,0,,0,,17,78,28,1,2,1,2,2,22,1
5,Danny Welbeck,18.0,eng ENG,LM,31-092,29,10,0,0,2,8,4,10,0,0,,0,,5,27,0,0,0,0,1,1,8,3
6,Solly March,20.0,eng ENG,"RM,WB",27-221,90,49,1,3,27,20,3,49,4,0,0.0,4,100.0,32,256,99,4,2,0,2,3,35,6
7,Tariq Lamptey,2.0,gh GHA,"RW,WB",21-149,90,60,0,3,31,26,1,60,4,3,75.0,1,25.0,46,375,212,11,5,1,1,1,50,7
8,Marc Cucurella,3.0,es ESP,CB,23-219,90,95,2,18,59,19,1,95,1,0,0.0,1,100.0,58,322,236,7,2,1,1,0,68,3
9,Lewis Dunk,5.0,eng ENG,CB,30-097,90,135,7,66,67,2,1,135,0,0,,0,,99,500,247,1,0,0,0,0,107,0
10,Joël Veltman,34.0,nl NED,CB,30-042,90,97,7,32,59,6,0,97,0,0,,0,,63,238,102,0,0,0,2,0,65,1
11,Robert Sánchez,1.0,es ESP,GK,24-100,90,46,27,44,2,0,0,46,0,0,,0,,28,136,90,0,0,0,0,0,33,0
12,12 Players,,,,,990,706,47,183,354,171,23,706,18,7,38.9,11,61.1,451,2412,1211,30,15,6,12,11,523,39
