,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Home,W,2,0,Brighton,1.2,0.3,53,"20,051",Troy Deeney,4-2-2-2,Jonathan Moss,https://fbref.com/en/matches/b3a7c703/Watford-Brighton-and-Hove-Albion-August-11-2018-Premier-League,
1,2018-08-19,13:30 ,Premier League,Matchweek 2,Sun,Away,W,3,1,Burnley,1.5,0.6,42,"18,822",Troy Deeney,4-2-2-2,Paul Tierney,https://fbref.com/en/matches/5f6c378d/Burnley-Watford-August-19-2018-Premier-League,
2,2018-08-26,13:30 ,Premier League,Matchweek 3,Sun,Home,W,2,1,Crystal Palace,1.2,1.0,43,"20,014",Troy Deeney,4-2-2-2,Anthony Taylor,https://fbref.com/en/matches/6ad36993/Watford-Crystal-Palace-August-26-2018-Premier-League,
4,2018-09-02,16:00 ,Premier League,Matchweek 4,Sun,Home,W,2,1,Tottenham,0.4,0.6,34,"20,141",Troy Deeney,4-2-2-2,Andre Marriner,https://fbref.com/en/matches/882380f8/Watford-Tottenham-Hotspur-September-2-2018-Premier-League,
5,2018-09-15,17:30 ,Premier League,Matchweek 5,Sat,Home,L,1,2,Manchester Utd,1.3,1.9,43,"20,537",Troy Deeney,4-2-2-2,Mike Dean,https://fbref.com/en/matches/b05c0b05/Watford-Manchester-United-September-15-2018-Premier-League,
6,2018-09-22,12:30 ,Premier League,Matchweek 6,Sat,Away,D,1,1,Fulham,1.4,1.7,40,"23,418",Troy Deeney,4-2-2-2,Martin Atkinson,https://fbref.com/en/matches/cf44aa9f/Fulham-Watford-September-22-2018-Premier-League,
8,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,2,Arsenal,2.8,1.4,37,"60,019",Troy Deeney,4-2-2-2,Anthony Taylor,https://fbref.com/en/matches/d51c2069/Arsenal-Watford-September-29-2018-Premier-League,
9,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Home,L,0,4,Bournemouth,1.0,3.2,48,"20,139",Troy Deeney,4-2-2-2,Jonathan Moss,https://fbref.com/en/matches/c3a37856/Watford-Bournemouth-October-6-2018-Premier-League,
10,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Away,W,2,0,Wolves,1.1,0.7,55,"31,144",Adrian Mariappa,4-2-2-2,Lee Mason,https://fbref.com/en/matches/b10be7f2/Wolverhampton-Wanderers-Watford-October-20-2018-Premier-League,
11,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Home,W,3,0,Huddersfield,2.0,0.5,48,"20,457",Adrian Mariappa,4-2-2-2,Mike Dean,https://fbref.com/en/matches/af65625b/Watford-Huddersfield-Town-October-27-2018-Premier-League,
12,2018-11-03,15:00 ,Premier League,Matchweek 11,Sat,Away,L,0,1,Newcastle Utd,2.0,0.5,58,"49,157",Adrian Mariappa,4-2-2-2,Craig Pawson,https://fbref.com/en/matches/b8e33f68/Newcastle-United-Watford-November-3-2018-Premier-League,
13,2018-11-10,15:00 ,Premier League,Matchweek 12,Sat,Away,D,1,1,Southampton,1.2,1.1,58,"28,153",Adrian Mariappa,4-2-2-2,Simon Hooper,https://fbref.com/en/matches/dd70055f/Southampton-Watford-November-10-2018-Premier-League,
14,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Home,L,0,3,Liverpool,0.4,1.2,37,"20,540",Troy Deeney,4-2-2-2,Jonathan Moss,https://fbref.com/en/matches/cbebd176/Watford-Liverpool-November-24-2018-Premier-League,
15,2018-12-01,15:00 ,Premier League,Matchweek 14,Sat,Away,L,0,2,Leicester City,1.2,1.3,62,"31,353",Adrian Mariappa,4-2-2-2,Graham Scott,https://fbref.com/en/matches/db20d5d7/Leicester-City-Watford-December-1-2018-Premier-League,
