,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-06,15:00 ,Premier League,Matchweek 1,Sat,Away,L,0,2,Bournemouth,0.7,0.6,65,"11,013",John McGinn,4-3-3,Peter Bankes,https://fbref.com/en/matches/877e3193/Bournemouth-Aston-Villa-August-6-2022-Premier-League,
1,2022-08-13,12:30 ,Premier League,Matchweek 2,Sat,Home,W,2,1,Everton,2.3,1.6,57,"41,883",John McGinn,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/8cd71c65/Aston-Villa-Everton-August-13-2022-Premier-League,
2,2022-08-20,15:00 ,Premier League,Matchweek 3,Sat,Away,L,1,3,Crystal Palace,0.9,2.6,49,"22,012",John McGinn,4-3-3,Andy Madley,https://fbref.com/en/matches/3f89bccf/Crystal-Palace-Aston-Villa-August-20-2022-Premier-League,
4,2022-08-28,14:00 ,Premier League,Matchweek 4,Sun,Home,L,0,1,West Ham,0.5,0.6,58,"41,796",John McGinn,4-3-1-2,David Coote,https://fbref.com/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League,
5,2022-08-31,19:30 ,Premier League,Matchweek 5,Wed,Away,L,1,2,Arsenal,0.4,2.4,41,"60,012",John McGinn,4-3-3,Robert Jones,https://fbref.com/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League,
6,2022-09-03,17:30 ,Premier League,Matchweek 6,Sat,Home,D,1,1,Manchester City,0.3,2.1,29,"41,830",John McGinn,4-3-2-1,Simon Hooper,https://fbref.com/en/matches/3091f0b8/Aston-Villa-Manchester-City-September-3-2022-Premier-League,
7,2022-09-16,20:00 ,Premier League,Matchweek 8,Fri,Home,W,1,0,Southampton,1.5,0.3,53,"40,758",John McGinn,4-3-2-1,Tony Harrington,https://fbref.com/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League,
8,2022-10-02,16:30 ,Premier League,Matchweek 9,Sun,Away,D,0,0,Leeds United,2.2,0.4,56,"36,582",John McGinn,4-3-3,Stuart Attwell,https://fbref.com/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League,
9,2022-10-10,20:00 ,Premier League,Matchweek 10,Mon,Away,D,1,1,Nott'ham Forest,0.7,0.3,60,"29,208",John McGinn,4-3-3,Anthony Taylor,https://fbref.com/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League,
10,2022-10-16,14:00 ,Premier League,Matchweek 11,Sun,Home,L,0,2,Chelsea,1.8,0.9,42,"41,754",John McGinn,4-3-3,Robert Jones,https://fbref.com/en/matches/7113ce7f/Aston-Villa-Chelsea-October-16-2022-Premier-League,
11,2022-10-20,19:30 ,Premier League,Matchweek 12,Thu,Away,L,0,3,Fulham,1.2,2.1,40,"23,508",John McGinn,4-3-2-1,Michael Oliver,https://fbref.com/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,
12,2022-10-23,14:00 ,Premier League,Matchweek 13,Sun,Home,W,4,0,Brentford,2.8,0.9,45,"41,693",Emiliano Martínez,4-2-3-1,Darren England,https://fbref.com/en/matches/7764ca02/Aston-Villa-Brentford-October-23-2022-Premier-League,
13,2022-10-29,15:00 ,Premier League,Matchweek 14,Sat,Away,L,0,4,Newcastle Utd,0.4,3.4,41,"52,233",Emiliano Martínez,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/96f5ee84/Newcastle-United-Aston-Villa-October-29-2022-Premier-League,
14,2022-11-06,14:00 ,Premier League,Matchweek 15,Sun,Home,W,3,1,Manchester Utd,0.6,0.5,42,"42,058",Emiliano Martínez,4-2-2-2,Anthony Taylor,https://fbref.com/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League,
16,2022-11-13,14:00 ,Premier League,Matchweek 16,Sun,Away,W,2,1,Brighton,1.5,0.6,35,"31,581",John McGinn,4-4-2,Chris Kavanagh,https://fbref.com/en/matches/a7031cbd/Brighton-and-Hove-Albion-Aston-Villa-November-13-2022-Premier-League,
17,2022-12-26,17:30 ,Premier League,Matchweek 17,Mon,Home,L,1,3,Liverpool,1.4,2.7,48,"42,085",John McGinn,4-4-2,Paul Tierney,https://fbref.com/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,
18,2023-01-01,14:00 ,Premier League,Matchweek 18,Sun,Away,W,2,0,Tottenham,1.0,0.7,41,"61,651",John McGinn,4-4-2,John Brooks,https://fbref.com/en/matches/63e8eaf8/Tottenham-Hotspur-Aston-Villa-January-1-2023-Premier-League,
19,2023-01-04,20:00 ,Premier League,Matchweek 19,Wed,Home,D,1,1,Wolves,1.8,0.9,56,"39,978",Ashley Young,4-4-2,Jarred Gillett,https://fbref.com/en/matches/895a1c1f/Aston-Villa-Wolverhampton-Wanderers-January-4-2023-Premier-League,
21,2023-01-13,20:00 ,Premier League,Matchweek 20,Fri,Home,W,2,1,Leeds United,1.2,2.4,52,"42,008",Emiliano Martínez,4-4-2,Michael Oliver,https://fbref.com/en/matches/ea58bf24/Aston-Villa-Leeds-United-January-13-2023-Premier-League,
22,2023-01-21,15:00 ,Premier League,Matchweek 21,Sat,Away,W,1,0,Southampton,1.4,0.6,63,"30,158",Emiliano Martínez,4-4-2,Michael Salisbury,https://fbref.com/en/matches/91d49468/Southampton-Aston-Villa-January-21-2023-Premier-League,
23,2023-02-04,15:00 ,Premier League,Matchweek 22,Sat,Home,L,2,4,Leicester City,1.7,2.6,62,"42,055",Emiliano Martínez,4-4-2,Darren England,https://fbref.com/en/matches/76a2a22c/Aston-Villa-Leicester-City-February-4-2023-Premier-League,
24,2023-02-12,16:30 ,Premier League,Matchweek 23,Sun,Away,L,1,3,Manchester City,0.3,3.3,33,"53,392",Emiliano Martínez,4-4-2,Robert Jones,https://fbref.com/en/matches/18fcd595/Manchester-City-Aston-Villa-February-12-2023-Premier-League,
25,2023-02-18,12:30 ,Premier League,Matchweek 24,Sat,Home,L,2,4,Arsenal,0.5,3.2,33,"42,066",John McGinn,4-4-2,Simon Hooper,https://fbref.com/en/matches/e50bfcf8/Aston-Villa-Arsenal-February-18-2023-Premier-League,
26,2023-02-25,15:00 ,Premier League,Matchweek 25,Sat,Away,W,2,0,Everton,1.9,1.6,53,"39,309",John McGinn,4-4-2,Anthony Taylor,https://fbref.com/en/matches/25436a3b/Everton-Aston-Villa-February-25-2023-Premier-League,
27,2023-03-04,15:00 ,Premier League,Matchweek 26,Sat,Home,W,1,0,Crystal Palace,1.2,0.2,58,"41,893",John McGinn,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/433a4487/Aston-Villa-Crystal-Palace-March-4-2023-Premier-League,
28,2023-03-12,14:00 ,Premier League,Matchweek 27,Sun,Away,D,1,1,West Ham,1.5,2.1,59,"62,472",John McGinn,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/df6f054e/West-Ham-United-Aston-Villa-March-12-2023-Premier-League,
29,2023-03-18,15:00 ,Premier League,Matchweek 28,Sat,Home,W,3,0,Bournemouth,3.5,1.3,56,"41,021",John McGinn,4-2-3-1,Robert Jones,https://fbref.com/en/matches/88981274/Aston-Villa-Bournemouth-March-18-2023-Premier-League,
30,2023-04-01,17:30 ,Premier League,Matchweek 29,Sat,Away,W,2,0,Chelsea,0.9,2.1,31,"40,082",John McGinn,4-4-2,Andy Madley,https://fbref.com/en/matches/870fa8c9/Chelsea-Aston-Villa-April-1-2023-Premier-League,
31,2023-04-04,19:45 ,Premier League,Matchweek 7,Tue,Away,W,2,1,Leicester City,1.0,0.5,64,"32,087",John McGinn,4-4-2,Graham Scott,https://fbref.com/en/matches/f213214b/Leicester-City-Aston-Villa-April-4-2023-Premier-League,
32,2023-04-08,15:00 ,Premier League,Matchweek 30,Sat,Home,W,2,0,Nott'ham Forest,1.3,0.2,63,"42,076",John McGinn,4-4-2,Anthony Taylor,https://fbref.com/en/matches/68cd68fd/Aston-Villa-Nottingham-Forest-April-8-2023-Premier-League,
33,2023-04-15,12:30 ,Premier League,Matchweek 31,Sat,Home,W,3,0,Newcastle Utd,1.9,0.5,52,"42,055",John McGinn,4-2-3-1,John Brooks,https://fbref.com/en/matches/7bbac622/Aston-Villa-Newcastle-United-April-15-2023-Premier-League,
34,2023-04-22,15:00 ,Premier League,Matchweek 32,Sat,Away,D,1,1,Brentford,1.5,2.7,56,"17,098",John McGinn,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/2b51686a/Brentford-Aston-Villa-April-22-2023-Premier-League,
35,2023-04-25,19:45 ,Premier League,Matchweek 33,Tue,Home,W,1,0,Fulham,1.0,0.1,51,"41,046",John McGinn,4-2-3-1,Thomas Bramall,https://fbref.com/en/matches/8b295a84/Aston-Villa-Fulham-April-25-2023-Premier-League,
36,2023-04-30,14:00 ,Premier League,Matchweek 34,Sun,Away,L,0,1,Manchester Utd,0.6,1.2,43,"73,592",John McGinn,4-2-3-1,Jarred Gillett,https://fbref.com/en/matches/08607696/Manchester-United-Aston-Villa-April-30-2023-Premier-League,
37,2023-05-06,15:00 ,Premier League,Matchweek 35,Sat,Away,L,0,1,Wolves,1.5,0.8,62,"31,641",John McGinn,4-4-2,Stuart Attwell,https://fbref.com/en/matches/217a7faf/Wolverhampton-Wanderers-Aston-Villa-May-6-2023-Premier-League,
38,2023-05-13,15:00 ,Premier League,Matchweek 36,Sat,Home,W,2,1,Tottenham,1.2,1.4,48,"42,164",John McGinn,4-4-2,Peter Bankes,https://fbref.com/en/matches/362514ee/Aston-Villa-Tottenham-Hotspur-May-13-2023-Premier-League,
39,2023-05-20,15:00 ,Premier League,Matchweek 37,Sat,Away,D,1,1,Liverpool,1.3,0.7,34,"53,306",John McGinn,4-2-3-1,John Brooks,https://fbref.com/en/matches/72646bde/Liverpool-Aston-Villa-May-20-2023-Premier-League,
40,2023-05-28,16:30 ,Premier League,Matchweek 38,Sun,Home,W,2,1,Brighton,2.8,1.4,41,,John McGinn,4-2-3-1,David Coote,https://fbref.com/en/matches/ac0e65e2/Aston-Villa-Brighton-and-Hove-Albion-May-28-2023-Premier-League,
