,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Erling Haaland,9.0,no NOR,FW,22-279,90,17,23,73.9,223,88,12,15,80.0,5,7,71.4,0,0,,2,0.4,0.2,3,2,1,0,7
1,Jack Grealish,10.0,eng ENG,"LW,LM",27-228,86,22,27,81.5,434,115,10,10,100.0,9,11,81.8,3,4,75.0,0,0.3,0.1,4,0,4,0,5
2,Phil Foden,47.0,eng ENG,LM,22-333,4,2,4,50.0,32,11,1,1,100.0,1,1,100.0,0,0,,1,0.3,0.0,1,0,0,0,1
3,Bernardo Silva,20.0,pt POR,"RW,CM,LM",28-259,90,22,30,73.3,292,49,13,14,92.9,6,9,66.7,1,3,33.3,0,0.1,0.1,1,1,1,0,4
4,İlkay Gündoğan,8.0,de GER,LM,32-184,71,43,45,95.6,644,93,27,27,100.0,13,15,86.7,3,3,100.0,0,0.2,0.2,1,0,1,0,2
5,Riyad Mahrez,26.0,dz ALG,"RM,RW",32-064,19,9,10,90.0,180,14,3,4,75.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
6,Rodri,16.0,es ESP,CM,26-308,90,54,61,88.5,955,145,21,22,95.5,27,31,87.1,5,6,83.3,0,0.0,0.0,0,4,0,0,3
7,Kevin De Bruyne,17.0,be BEL,RM,31-302,79,24,34,70.6,366,137,12,14,85.7,10,14,71.4,0,2,0.0,1,0.6,0.2,2,1,0,0,4
8,Julián Álvarez,19.0,ar ARG,FW,23-085,11,3,4,75.0,47,0,2,2,100.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0
9,Manuel Akanji,25.0,ch SUI,LB,27-281,90,50,55,90.9,797,244,22,23,95.7,23,25,92.0,3,4,75.0,0,0.0,0.1,0,2,0,0,2
10,Rúben Dias,3.0,pt POR,CB,25-347,90,65,80,81.3,1125,412,29,31,93.5,31,37,83.8,4,11,36.4,0,0.5,0.0,1,3,0,0,1
11,John Stones,5.0,eng ENG,CB,28-333,90,50,57,87.7,852,304,21,21,100.0,25,28,89.3,3,6,50.0,0,0.0,0.0,0,3,0,0,3
12,Kyle Walker,2.0,eng ENG,RB,32-333,90,34,37,91.9,626,175,15,17,88.2,16,17,94.1,3,3,100.0,0,0.0,0.0,0,1,0,0,2
13,Ederson,31.0,br BRA,GK,29-252,90,41,49,83.7,1126,813,8,8,100.0,18,18,100.0,15,23,65.2,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,436,516,84.5,7699,2600,196,209,93.8,189,218,86.7,42,68,61.8,4,2.5,1.0,13,18,7,0,34
