,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Callum Paterson,13.0,sct SCO,"FW,LW",24-091,90,7,18,38.9,127,60,2,8,25.0,5,7,71.4,0,1,0.0,0,0.0,0.0,0,3,1,0,4
1,Junior Hoilett,33.0,ca CAN,"LM,RW",28-221,90,13,26,50.0,152,52,10,12,83.3,2,5,40.0,0,7,0.0,0,0.0,0.0,1,0,0,0,1
2,Harry Arter,7.0,ie IRL,"CM,LM",29-015,90,19,30,63.3,378,206,7,10,70.0,10,15,66.7,2,3,66.7,0,0.0,0.0,0,2,1,1,3
3,Víctor Camarasa,21.0,es ESP,CM,24-229,63,13,18,72.2,181,53,9,12,75.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,2,0,0,3
4,Joe Ralls,8.0,eng ENG,"RM,CM",25-092,27,4,9,44.4,43,0,4,5,80.0,0,3,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,Nathaniel Mendez-Laing,19.0,gt GUA,RM,26-272,72,8,17,47.1,147,69,4,9,44.4,3,5,60.0,1,2,50.0,0,0.0,0.3,1,1,1,1,2
6,Rhys Healey,32.0,wls WAL,"FW,RM",24-037,18,1,7,14.3,27,23,0,3,0.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0
7,Aron Gunnarsson,17.0,is ISL,"DM,CM",29-265,90,20,27,74.1,418,161,7,11,63.6,9,10,90.0,4,6,66.7,0,0.0,0.0,0,4,0,0,6
8,Joe Bennett,3.0,eng ENG,LB,28-290,90,18,30,60.0,301,164,10,14,71.4,6,8,75.0,2,4,50.0,0,0.0,0.0,0,4,0,0,5
9,Sol Bamba,22.0,ci CIV,CB,33-364,90,17,25,68.0,390,192,4,6,66.7,10,12,83.3,3,4,75.0,0,0.0,0.0,0,2,0,0,3
10,Sean Morrison,4.0,eng ENG,CB,28-004,90,11,24,45.8,177,117,6,11,54.5,4,7,57.1,1,5,20.0,0,0.0,0.0,0,2,1,0,2
11,Bruno Ecuele Manga,5.0,ga GAB,RB,30-180,90,26,35,74.3,528,260,10,11,90.9,12,18,66.7,4,4,100.0,0,0.0,0.0,0,3,0,0,4
12,Neil Etheridge,1.0,ph PHI,GK,28-339,90,15,45,33.3,671,621,0,0,,4,4,100.0,11,41,26.8,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,172,311,55.3,3540,1978,73,112,65.2,69,99,69.7,29,80,36.3,0,0.1,0.4,2,23,4,2,33
