,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Marcus Rashford,10.0,eng ENG,"FW,LW",25-111,68,22,0,1,5,16,6,22,5,2,40.0,3,60.0,18,87,47,2,3,2,2,1,17,6
1,Anthony Elanga,36.0,se SWE,LW,20-298,22,11,0,0,7,4,2,11,3,2,66.7,1,33.3,6,74,61,2,0,2,1,0,7,3
2,Alejandro Garnacho,49.0,ar ARG,LW,18-233,45,22,0,3,11,8,0,22,3,1,33.3,2,66.7,14,80,25,1,0,0,0,1,17,4
3,Jadon Sancho,25.0,eng ENG,AM,22-331,45,39,0,3,14,24,6,39,7,2,28.6,5,71.4,31,105,67,2,2,2,2,1,31,8
4,Bruno Fernandes,8.0,pt POR,RW,28-164,90,76,1,9,36,33,7,76,6,4,66.7,1,16.7,55,225,132,6,2,2,3,1,59,17
5,Wout Weghorst,27.0,nl NED,"FW,AM",30-196,90,42,1,9,19,14,5,42,1,1,100.0,0,0.0,20,34,7,0,0,0,3,2,26,5
6,Fred,17.0,br BRA,DM,29-351,58,64,1,11,42,12,1,64,1,1,100.0,0,0.0,44,159,58,0,0,0,2,0,46,2
7,Scott McTominay,39.0,sct SCO,DM,26-073,32,32,0,9,20,4,0,32,1,1,100.0,0,0.0,25,96,72,3,0,0,1,0,26,0
8,Marcel Sabitzer,15.0,at AUT,DM,28-339,79,68,3,14,40,14,3,68,0,0,,0,,37,121,32,0,0,0,1,1,40,3
9,Kobbie Mainoo,73.0,eng ENG,DM,17-306,11,11,0,2,4,5,3,11,1,0,0.0,1,100.0,5,64,48,2,0,0,0,0,6,1
10,Luke Shaw,23.0,eng ENG,LB,27-222,68,54,4,12,27,15,0,54,3,3,100.0,0,0.0,20,118,89,2,1,0,0,0,30,3
11,Aaron Wan-Bissaka,29.0,eng ENG,RB,25-085,22,26,1,6,11,9,0,26,2,1,50.0,1,50.0,18,53,26,1,0,0,0,0,17,2
12,Lisandro Martínez,6.0,ar ARG,CB,25-032,90,75,9,33,40,3,2,75,3,2,66.7,0,0.0,43,203,104,0,0,0,0,0,49,0
13,Victor Lindelöf,2.0,se SWE,CB,28-217,90,91,10,42,47,2,0,91,1,0,0.0,1,100.0,58,180,48,0,0,0,0,2,58,0
14,Diogo Dalot,20.0,pt POR,"RB,LB",23-338,90,69,3,22,33,14,1,69,2,1,50.0,1,50.0,38,199,80,1,2,0,0,1,38,3
15,David de Gea,1.0,es ESP,GK,32-104,90,42,37,42,0,0,0,42,0,0,,0,,36,109,35,0,0,0,0,0,34,0
16,16 Players,,,,,990,744,70,218,356,177,36,744,39,21,53.8,16,41.0,468,1907,931,22,10,8,15,10,501,57
