,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,17:30 ,Premier League,Matchweek 1,Sat,Home,W,2,1,Sunderland,77,"54,362",David Silva,4-2-3-1,Robert Madley,https://fbref.com/en/matches/69572f77/Manchester-City-Sunderland-August-13-2016-Premier-League,
2,2016-08-20,12:30 ,Premier League,Matchweek 2,Sat,Away,W,4,1,Stoke City,58,"27,455",Pablo Zabaleta,4-3-3,Mike Dean,https://fbref.com/en/matches/35ebe0a7/Stoke-City-Manchester-City-August-20-2016-Premier-League,
4,2016-08-28,16:00 ,Premier League,Matchweek 3,Sun,Home,W,3,1,West Ham,67,"54,008",Pablo Zabaleta,4-3-3,Andre Marriner,https://fbref.com/en/matches/9482a2ef/Manchester-City-West-Ham-United-August-28-2016-Premier-League,
5,2016-09-10,12:30 ,Premier League,Matchweek 4,Sat,Away,W,2,1,Manchester Utd,60,"75,272",David Silva,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/a5978934/Manchester-Derby-Manchester-United-Manchester-City-September-10-2016-Premier-League,
7,2016-09-17,15:00 ,Premier League,Matchweek 5,Sat,Home,W,4,0,Bournemouth,64,"54,335",Fernandinho,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/d44a966c/Manchester-City-Bournemouth-September-17-2016-Premier-League,
9,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Away,W,3,1,Swansea City,58,"20,786",David Silva,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/71c49db4/Swansea-City-Manchester-City-September-24-2016-Premier-League,
11,2016-10-02,14:15 ,Premier League,Matchweek 7,Sun,Away,L,0,2,Tottenham,58,"31,793",Pablo Zabaleta,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/5ab0e5e9/Tottenham-Hotspur-Manchester-City-October-2-2016-Premier-League,
12,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Home,D,1,1,Everton,73,"54,512",David Silva,3-4-3,Michael Oliver,https://fbref.com/en/matches/2061422d/Manchester-City-Everton-October-15-2016-Premier-League,
14,2016-10-23,13:30 ,Premier League,Matchweek 9,Sun,Home,D,1,1,Southampton,65,"53,731",Vincent Kompany,3-4-3,Mark Clattenburg,https://fbref.com/en/matches/99cf5ad2/Manchester-City-Southampton-October-23-2016-Premier-League,
16,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Away,W,4,0,West Brom,70,"22,470",David Silva,4-2-3-1,Lee Mason,https://fbref.com/en/matches/41199420/West-Bromwich-Albion-Manchester-City-October-29-2016-Premier-League,
18,2016-11-05,15:00 ,Premier League,Matchweek 11,Sat,Home,D,1,1,Middlesbrough,71,"54,294",Pablo Zabaleta,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/7042ceb9/Manchester-City-Middlesbrough-November-5-2016-Premier-League,
19,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Away,W,2,1,Crystal Palace,62,"25,529",Vincent Kompany,4-2-3-1,Robert Madley,https://fbref.com/en/matches/0713dea0/Crystal-Palace-Manchester-City-November-19-2016-Premier-League,
