,num,joueur
0,,Rubén Rochina
1,,Grant Hanley
2,,Junior Hoilett
3,,Steven Nzonzi
4,,Yakubu Aiyegbeni
5,,David Dunn
6,,Gaël Givet
7,,Míchel Salgado
8,,Scott Dann
9,,
10,,Mark Bunn
