,num,joueur
0,,Jussi Jääskeläinen
1,,Martin Petrov
2,,Daniel Sturridge
3,,David Wheater
4,,Kevin Davies
5,,Johan Elmander
6,,Gary Cahill
7,,Paul Robinson
8,,Grétar Steinsson
9,,Stuart Holden
10,,Fabrice Muamba
