,num,joueur
0,,Gerhard Tremmel
1,,Pablo Hernández
2,,José Cañas
3,,Ashley Williams
4,,Chico Flores
5,,Àngel Rangel
6,,Ben Davies
7,,Jonjo Shelvey
8,,Wayne Routledge
9,,Jonathan de Guzmán
10,,Wilfried Bony
