,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Away,D,1,1,Reading,,"23,973",,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/2935ff37/Reading-Stoke-City-August-18-2012-Premier-League,
1,2012-08-26,,Premier League,Matchweek 2,Sun,Home,D,0,0,Arsenal,,"27,072",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/aa331524/Stoke-City-Arsenal-August-26-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Away,D,2,2,Wigan Athletic,,"16,247",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/99848535/Wigan-Athletic-Stoke-City-September-1-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Home,D,1,1,Manchester City,,"27,101",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/02581161/Stoke-City-Manchester-City-September-15-2012-Premier-League,
4,2012-09-22,,Premier League,Matchweek 5,Sat,Away,L,0,1,Chelsea,,"41,112",,4-5-1,Michael Oliver,https://fbref.com/en/matches/4efadbe8/Chelsea-Stoke-City-September-22-2012-Premier-League,
5,2012-09-29,,Premier League,Matchweek 6,Sat,Home,W,2,0,Swansea City,,"27,330",,4-5-1,Jon Moss,https://fbref.com/en/matches/df758349/Stoke-City-Swansea-City-September-29-2012-Premier-League,
6,2012-10-07,,Premier League,Matchweek 7,Sun,Away,D,0,0,Liverpool,,"44,531",,4-5-1,Lee Mason,https://fbref.com/en/matches/2f67cdf8/Liverpool-Stoke-City-October-7-2012-Premier-League,
7,2012-10-20,,Premier League,Matchweek 8,Sat,Away,L,2,4,Manchester Utd,,"75,585",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/6d9a0430/Manchester-United-Stoke-City-October-20-2012-Premier-League,
8,2012-10-27,,Premier League,Matchweek 9,Sat,Home,D,0,0,Sunderland,,"27,005",,4-5-1,Mark Halsey,https://fbref.com/en/matches/66fe614b/Stoke-City-Sunderland-October-27-2012-Premier-League,
9,2012-11-03,,Premier League,Matchweek 10,Sat,Away,L,0,1,Norwich City,,"26,072",,4-5-1,Andre Marriner,https://fbref.com/en/matches/d497dcaf/Norwich-City-Stoke-City-November-3-2012-Premier-League,
10,2012-11-10,,Premier League,Matchweek 11,Sat,Home,W,1,0,QPR,,"27,529",,4-5-1,Martin Atkinson,https://fbref.com/en/matches/8464d6db/Stoke-City-Queens-Park-Rangers-November-10-2012-Premier-League,
11,2012-11-19,,Premier League,Matchweek 12,Mon,Away,D,1,1,West Ham,,"35,005",,4-5-1,Chris Foy,https://fbref.com/en/matches/65fd4140/West-Ham-United-Stoke-City-November-19-2012-Premier-League,
12,2012-11-24,,Premier League,Matchweek 13,Sat,Home,W,1,0,Fulham,,"26,921",,4-5-1,Michael Oliver,https://fbref.com/en/matches/eb39065f/Stoke-City-Fulham-November-24-2012-Premier-League,
13,2012-11-28,,Premier League,Matchweek 14,Wed,Home,W,2,1,Newcastle Utd,,"26,793",,4-5-1,Howard Webb,https://fbref.com/en/matches/b2c15f39/Stoke-City-Newcastle-United-November-28-2012-Premier-League,
14,2012-12-01,,Premier League,Matchweek 15,Sat,Away,W,1,0,West Brom,,"24,739",,4-5-1,Kevin Friend,https://fbref.com/en/matches/1cb9a815/West-Bromwich-Albion-Stoke-City-December-1-2012-Premier-League,
15,2012-12-08,,Premier League,Matchweek 16,Sat,Away,D,0,0,Aston Villa,,"30,110",,4-5-1,Roger East,https://fbref.com/en/matches/ba11d96e/Aston-Villa-Stoke-City-December-8-2012-Premier-League,
16,2012-12-15,,Premier League,Matchweek 17,Sat,Home,D,1,1,Everton,,"27,008",,4-5-1,Mark Halsey,https://fbref.com/en/matches/7f5912a9/Stoke-City-Everton-December-15-2012-Premier-League,
17,2012-12-22,,Premier League,Matchweek 18,Sat,Away,D,0,0,Tottenham,,"35,702",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/d08e11d8/Tottenham-Hotspur-Stoke-City-December-22-2012-Premier-League,
18,2012-12-26,,Premier League,Matchweek 19,Wed,Home,W,3,1,Liverpool,,"27,490",,4-5-1,Howard Webb,https://fbref.com/en/matches/6ff74b3a/Stoke-City-Liverpool-December-26-2012-Premier-League,
19,2012-12-29,,Premier League,Matchweek 20,Sat,Home,D,3,3,Southampton,,"26,391",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/5776cbf9/Stoke-City-Southampton-December-29-2012-Premier-League,
20,2013-01-01,,Premier League,Matchweek 21,Tue,Away,L,0,3,Manchester City,,"47,192",,4-5-1,Michael Oliver,https://fbref.com/en/matches/f85109e1/Manchester-City-Stoke-City-January-1-2013-Premier-League,
21,2013-01-12,,Premier League,Matchweek 22,Sat,Home,L,0,4,Chelsea,,"27,348",,4-5-1,Andre Marriner,https://fbref.com/en/matches/5e786139/Stoke-City-Chelsea-January-12-2013-Premier-League,
22,2013-01-19,,Premier League,Matchweek 23,Sat,Away,L,1,3,Swansea City,,"19,603",,4-5-1,Mike Dean,https://fbref.com/en/matches/1a4de390/Swansea-City-Stoke-City-January-19-2013-Premier-League,
23,2013-01-29,,Premier League,Matchweek 24,Tue,Home,D,2,2,Wigan Athletic,,"24,421",,4-5-1,Mike Jones,https://fbref.com/en/matches/7263587d/Stoke-City-Wigan-Athletic-January-29-2013-Premier-League,
24,2013-02-02,,Premier League,Matchweek 25,Sat,Away,L,0,1,Arsenal,,"59,872",,4-3-3,Chris Foy,https://fbref.com/en/matches/bd17ab8b/Arsenal-Stoke-City-February-2-2013-Premier-League,
25,2013-02-09,,Premier League,Matchweek 26,Sat,Home,W,2,1,Reading,,"26,737",,4-5-1,Michael Oliver,https://fbref.com/en/matches/6af48223/Stoke-City-Reading-February-9-2013-Premier-League,
26,2013-02-23,,Premier League,Matchweek 27,Sat,Away,L,0,1,Fulham,,"25,458",,4-5-1,Lee Probert,https://fbref.com/en/matches/892de469/Fulham-Stoke-City-February-23-2013-Premier-League,
27,2013-03-02,,Premier League,Matchweek 28,Sat,Home,L,0,1,West Ham,,"22,690",,4-4-2,Jon Moss,https://fbref.com/en/matches/e1936a0c/Stoke-City-West-Ham-United-March-2-2013-Premier-League,
28,2013-03-10,,Premier League,Matchweek 29,Sun,Away,L,1,2,Newcastle Utd,,"50,703",,4-5-1,Andre Marriner,https://fbref.com/en/matches/0d21779a/Newcastle-United-Stoke-City-March-10-2013-Premier-League,
29,2013-03-16,,Premier League,Matchweek 30,Sat,Home,D,0,0,West Brom,,"26,317",,4-4-2,Mike Dean,https://fbref.com/en/matches/688c129d/Stoke-City-West-Bromwich-Albion-March-16-2013-Premier-League,
30,2013-03-30,,Premier League,Matchweek 31,Sat,Away,L,0,1,Everton,,"33,977",,4-4-2,Mike Jones,https://fbref.com/en/matches/df45c36b/Everton-Stoke-City-March-30-2013-Premier-League,
31,2013-04-06,,Premier League,Matchweek 32,Sat,Home,L,1,3,Aston Villa,,"27,544",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/663d8c29/Stoke-City-Aston-Villa-April-6-2013-Premier-League,
32,2013-04-14,,Premier League,Matchweek 33,Sun,Home,L,0,2,Manchester Utd,,"27,191",,4-5-1,Jon Moss,https://fbref.com/en/matches/f08e4265/Stoke-City-Manchester-United-April-14-2013-Premier-League,
33,2013-04-20,,Premier League,Matchweek 34,Sat,Away,W,2,0,QPR,,"17,391",,4-5-1,Chris Foy,https://fbref.com/en/matches/403222c1/Queens-Park-Rangers-Stoke-City-April-20-2013-Premier-League,
34,2013-04-27,,Premier League,Matchweek 35,Sat,Home,W,1,0,Norwich City,,"27,488",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/9d77b689/Stoke-City-Norwich-City-April-27-2013-Premier-League,
35,2013-05-06,,Premier League,Matchweek 36,Mon,Away,D,1,1,Sunderland,,"38,130",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/722da606/Sunderland-Stoke-City-May-6-2013-Premier-League,
36,2013-05-12,,Premier League,Matchweek 37,Sun,Home,L,1,2,Tottenham,,"27,531",,4-5-1,Kevin Friend,https://fbref.com/en/matches/5f71b17b/Stoke-City-Tottenham-Hotspur-May-12-2013-Premier-League,
37,2013-05-19,,Premier League,Matchweek 38,Sun,Away,D,1,1,Southampton,,"31,539",,4-5-1,Lee Probert,https://fbref.com/en/matches/e5e71be4/Southampton-Stoke-City-May-19-2013-Premier-League,
