,num,joueur
0,3,Enda Stevens
1,6,Chris Basham
2,7,John Lundstram
3,8,Sander Berge
4,12,John Egan
5,13,Max Lowe
6,16,Oliver Norwood
7,17,David McGoldrick
8,24,Rhian Brewster
9,,
10,21,Michael Verrips
