,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Marcus Rashford,10.0,eng ENG,FW,21-179,64,2,0,0,1,1,1,2,50.0,1,2,0,2,0,2,1,0
1,Alexis Sánchez,7.0,cl CHI,FW,30-130,26,2,2,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0
2,Romelu Lukaku,9.0,be BEL,FW,25-350,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
3,Juan Mata,8.0,es ESP,AM,31-000,80,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,1,0
4,Scott McTominay,39.0,sct SCO,AM,22-141,10,1,1,0,0,1,0,0,,0,1,1,0,0,1,0,0
5,Paul Pogba,6.0,fr FRA,LM,26-044,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
6,Nemanja Matić,31.0,rs SRB,CM,30-270,90,1,0,1,0,0,0,0,,0,2,2,0,1,2,1,0
7,Ander Herrera,21.0,es ESP,RM,29-257,90,2,1,2,0,0,1,5,20.0,4,3,0,3,0,2,0,0
8,Luke Shaw,23.0,eng ENG,LB,23-290,90,0,0,0,0,0,0,1,0.0,1,3,2,1,0,0,4,0
9,Victor Lindelöf,2.0,se SWE,CB,24-285,90,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0
10,Eric Bailly,3.0,ci CIV,CB,25-016,70,3,2,3,0,0,1,1,100.0,0,0,0,0,1,4,3,0
11,Marcos Rojo,16.0,ar ARG,CB,29-039,20,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
12,Ashley Young,18.0,eng ENG,RB,33-293,90,2,0,1,1,0,0,0,,0,1,1,0,1,3,2,0
13,David de Gea,1.0,es ESP,GK,28-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
14,14 Players,,,,,990,15,8,9,3,3,6,15,40.0,9,16,6,10,6,21,14,1
