,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Troy Deeney,9.0,eng ENG,FW,30-317,90,41,0,3,21,18,7,41,0,0,,0,,20,56,23,1,1,0,2,0,32,6
1,Gerard Deulofeu,7.0,es ESP,FW,25-060,58,32,0,1,8,23,7,32,3,3,100.0,0,0.0,19,157,106,3,3,2,1,6,24,6
2,Andre Gray,18.0,jm JAM,FW,27-320,32,9,0,0,4,5,2,9,0,0,,0,,6,47,24,1,1,0,1,1,6,2
3,Roberto Pereyra,37.0,ar ARG,"AM,LM",28-125,90,55,0,3,25,27,5,55,1,0,0.0,1,100.0,33,305,146,3,2,2,1,0,35,3
4,Will Hughes,19.0,eng ENG,"AM,RM",24-025,66,52,0,4,22,26,4,52,1,0,0.0,1,100.0,32,184,99,5,2,0,2,1,41,8
5,Adam Masina,11.0,ma MAR,LB,25-130,24,14,1,5,5,4,0,14,0,0,,0,,4,22,10,0,0,0,1,0,4,0
6,Étienne Capoue,29.0,fr FRA,"DM,RM,CB",30-305,90,66,2,7,57,2,1,66,0,0,,0,,29,114,56,0,0,0,0,0,42,0
7,Abdoulaye Doucouré,16.0,ml MLI,"DM,AM,CM",26-131,90,80,1,7,56,18,5,80,1,1,100.0,0,0.0,53,277,175,2,2,0,2,1,67,8
8,José Holebas,25.0,gr GRE,LB,34-319,47,25,0,2,13,10,1,25,0,0,,0,,14,62,35,2,0,1,1,0,15,4
9,Craig Cathcart,15.0,nir NIR,"CB,LB",30-095,90,44,9,20,23,1,1,44,0,0,,0,,23,106,55,1,0,0,0,0,23,0
10,Christian Kabasele,27.0,be BEL,CB,28-077,77,38,4,17,20,1,1,38,0,0,,0,,17,73,51,0,0,0,0,0,25,0
11,Adrian Mariappa,6.0,jm JAM,CB,32-221,13,5,2,3,1,1,0,5,0,0,,0,,3,11,10,0,0,0,0,0,2,0
12,Kiko Femenía,21.0,es ESP,RB,28-099,90,55,1,8,26,21,3,55,2,1,50.0,1,50.0,27,129,57,3,2,1,2,3,32,5
13,Ben Foster,26.0,eng ENG,GK,36-039,90,35,27,34,1,0,0,35,0,0,,0,,15,87,72,0,0,0,0,0,10,0
14,14 Players,,,,,947,551,47,114,282,157,37,551,8,5,62.5,3,37.5,295,1630,919,21,13,6,13,12,358,42
