,num,joueur
0,,Maynor Figueroa
1,,Jake Livermore
2,,James Chester
3,,Danny Graham
4,,Ahmed Elmohamady
5,,Curtis Davies
6,,Sone Aluko
7,,Tom Huddlestone
8,,Robbie Brady
9,,
10,,Steve Harper
