,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-084,88,1,0,0,,,,0,0,,,,,,,0,,
1,Lee Bowyer,,eng ENG,MF,33-307,2,0,0,0,,,,0,0,,,,,,,0,,
2,Nikola Žigić,,rs SRB,FW,30-042,90,0,1,0,,,,0,0,,,,,,,0,,
3,Keith Fahey,,ie IRL,MF,27-295,59,0,0,0,,,,0,0,,,,,,,0,,
4,Craig Gardner,,eng ENG,MF,23-346,31,0,0,0,,,,0,0,,,,,,,0,,
5,Alexander Hleb,,by BLR,MF,29-189,59,0,0,0,,,,0,0,,,,,,,0,,
6,Jean Beausejour,,cl CHI,"DF,FW",26-158,31,0,0,0,,,,0,0,,,,,,,0,,
7,Barry Ferguson,,sct SCO,MF,32-277,90,0,0,0,,,,0,0,,,,,,,0,,
8,Sebastian Larsson,,se SWE,MF,25-153,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-108,90,1,0,0,,,,0,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-265,90,0,0,0,,,,0,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-192,90,0,0,0,,,,0,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,34-069,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-217,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,0,0,,,,,,,0,,
