,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Taiwo Awoniyi,9.0,ng NGA,FW,25-269,80,19,2,2,5,12,3,19,0,0,,0,,12,51,31,1,0,0,4,1,12,2
1,Sam Surridge,16.0,eng ENG,FW,24-284,10,6,0,2,3,1,1,6,0,0,,0,,4,8,3,0,0,0,2,1,6,3
2,Morgan Gibbs-White,10.0,eng ENG,"LW,RM",23-101,90,51,3,9,22,20,6,50,2,1,50.0,1,50.0,20,125,94,2,4,0,2,0,31,1
3,Brennan Johnson,20.0,wls WAL,RW,21-350,80,22,0,4,10,9,6,22,1,1,100.0,0,0.0,14,94,62,4,2,2,1,1,15,6
4,Willy Boly,30.0,ci CIV,CB,32-094,10,5,2,2,3,0,0,5,0,0,,0,,2,1,0,0,0,0,0,0,2,0
5,Danilo,28.0,br BRA,LM,22-009,90,39,1,9,16,14,4,39,2,2,100.0,0,0.0,17,69,40,3,1,1,1,0,22,3
6,Orel Mangala,5.0,be BEL,CM,25-051,90,37,2,16,17,4,0,37,1,1,100.0,0,0.0,14,61,30,0,0,0,0,0,24,0
7,Ryan Yates,22.0,eng ENG,RM,25-168,69,31,2,6,19,6,1,31,0,0,,0,,12,33,15,0,1,0,1,0,19,2
8,Cheikhou Kouyaté,21.0,sn SEN,"CM,RM",33-138,21,11,4,7,2,2,0,11,0,0,,0,,1,2,0,0,0,0,1,2,5,2
9,Renan Lodi,32.0,br BRA,LB,25-030,80,30,0,14,8,9,1,30,0,0,,0,,8,58,26,0,0,0,1,0,13,1
10,Harry Toffolo,15.0,eng ENG,LB,27-262,10,11,0,3,2,6,0,11,0,0,,0,,6,12,7,0,0,0,1,0,7,1
11,Moussa Niakhate,19.0,sn SEN,CB,27-061,90,47,6,20,18,9,0,47,0,0,,0,,15,69,38,0,0,0,0,0,13,0
12,Felipe,38.0,br BRA,CB,33-357,90,46,12,30,15,2,1,46,0,0,,0,,22,121,92,0,1,0,0,0,21,0
13,Serge Aurier,24.0,ci CIV,RB,30-135,63,40,4,16,20,5,1,40,0,0,,0,,16,78,56,1,0,1,2,0,21,2
14,Joe Worrall,4.0,eng ENG,RB,26-118,27,14,0,5,6,3,1,14,0,0,,0,,5,11,7,0,0,0,1,0,7,0
15,Keylor Navas,12.0,cr CRC,GK,36-144,90,29,26,29,0,0,0,29,0,0,,0,,8,61,37,0,0,0,0,0,5,0
16,16 Players,,,,,990,438,64,174,166,102,25,437,6,5,83.3,1,16.7,176,854,538,11,9,4,17,5,223,23
