,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Home,W,1,0,Aston Villa,,"34,172",,4-3-3,Mike Dean,https://fbref.com/en/matches/2807d2ca/West-Ham-United-Aston-Villa-August-18-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Away,L,0,3,Swansea City,,"20,424",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/8a99c61a/Swansea-City-West-Ham-United-August-25-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Home,W,3,0,Fulham,,"33,458",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f32038c2/West-Ham-United-Fulham-September-1-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Away,D,0,0,Norwich City,,"26,806",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/5a0b388e/Norwich-City-West-Ham-United-September-15-2012-Premier-League,
4,2012-09-22,,Premier League,Matchweek 5,Sat,Home,D,1,1,Sunderland,,"33,052",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/9306c80c/West-Ham-United-Sunderland-September-22-2012-Premier-League,
5,2012-10-01,,Premier League,Matchweek 6,Mon,Away,W,2,1,QPR,,"17,363",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/5745585c/Queens-Park-Rangers-West-Ham-United-October-1-2012-Premier-League,
6,2012-10-06,,Premier League,Matchweek 7,Sat,Home,L,1,3,Arsenal,,"34,974",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/becb64ea/West-Ham-United-Arsenal-October-6-2012-Premier-League,
7,2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,4,1,Southampton,,"34,925",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/8738f9a7/West-Ham-United-Southampton-October-20-2012-Premier-League,
8,2012-10-27,,Premier League,Matchweek 9,Sat,Away,L,1,2,Wigan Athletic,,"19,090",,4-3-3,Jon Moss,https://fbref.com/en/matches/e68b5bf3/Wigan-Athletic-West-Ham-United-October-27-2012-Premier-League,
9,2012-11-03,,Premier League,Matchweek 10,Sat,Home,D,0,0,Manchester City,,"35,005",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/bd5a581d/West-Ham-United-Manchester-City-November-3-2012-Premier-League,
10,2012-11-11,,Premier League,Matchweek 11,Sun,Away,W,1,0,Newcastle Utd,,"51,855",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c9e0be1f/Newcastle-United-West-Ham-United-November-11-2012-Premier-League,
11,2012-11-19,,Premier League,Matchweek 12,Mon,Home,D,1,1,Stoke City,,"35,005",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/65fd4140/West-Ham-United-Stoke-City-November-19-2012-Premier-League,
12,2012-11-25,,Premier League,Matchweek 13,Sun,Away,L,1,3,Tottenham,,"36,043",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/f5ccfca3/Tottenham-Hotspur-West-Ham-United-November-25-2012-Premier-League,
13,2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,0,1,Manchester Utd,,"75,572",,4-5-1,Mike Jones,https://fbref.com/en/matches/7733a269/Manchester-United-West-Ham-United-November-28-2012-Premier-League,
14,2012-12-01,,Premier League,Matchweek 15,Sat,Home,W,3,1,Chelsea,,"35,005",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/bd48a8bf/West-Ham-United-Chelsea-December-1-2012-Premier-League,
15,2012-12-09,,Premier League,Matchweek 16,Sun,Home,L,2,3,Liverpool,,"35,005",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/f898dc80/West-Ham-United-Liverpool-December-9-2012-Premier-League,
16,2012-12-16,,Premier League,Matchweek 17,Sun,Away,D,0,0,West Brom,,"24,816",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/8c782b1d/West-Bromwich-Albion-West-Ham-United-December-16-2012-Premier-League,
17,2012-12-22,,Premier League,Matchweek 18,Sat,Home,L,1,2,Everton,,"35,005",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/a6c2e25c/West-Ham-United-Everton-December-22-2012-Premier-League,
18,2012-12-29,,Premier League,Matchweek 20,Sat,Away,L,0,1,Reading,,"24,183",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/dd832f43/Reading-West-Ham-United-December-29-2012-Premier-League,
19,2013-01-01,,Premier League,Matchweek 21,Tue,Home,W,2,1,Norwich City,,"35,005",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/30c86c81/West-Ham-United-Norwich-City-January-1-2013-Premier-League,
20,2013-01-12,,Premier League,Matchweek 22,Sat,Away,L,0,3,Sunderland,,"39,918",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/63007c5d/Sunderland-West-Ham-United-January-12-2013-Premier-League,
21,2013-01-19,,Premier League,Matchweek 23,Sat,Home,D,1,1,QPR,,"34,962",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/afca303c/West-Ham-United-Queens-Park-Rangers-January-19-2013-Premier-League,
22,2013-01-23,,Premier League,Matchweek 19,Wed,Away,L,1,5,Arsenal,,"60,081",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/203a99e0/Arsenal-West-Ham-United-January-23-2013-Premier-League,
23,2013-01-30,,Premier League,Matchweek 24,Wed,Away,L,1,3,Fulham,,"24,791",,4-3-3,Chris Foy,https://fbref.com/en/matches/5bcfb032/Fulham-West-Ham-United-January-30-2013-Premier-League,
24,2013-02-02,,Premier League,Matchweek 25,Sat,Home,W,1,0,Swansea City,,"34,962",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/12c35042/West-Ham-United-Swansea-City-February-2-2013-Premier-League,
25,2013-02-10,,Premier League,Matchweek 26,Sun,Away,L,1,2,Aston Villa,,"30,503",,3-4-3,Mark Clattenburg,https://fbref.com/en/matches/461253ac/Aston-Villa-West-Ham-United-February-10-2013-Premier-League,
26,2013-02-25,,Premier League,Matchweek 27,Mon,Home,L,2,3,Tottenham,,"35,005",,4-3-3,Howard Webb,https://fbref.com/en/matches/662bf66e/West-Ham-United-Tottenham-Hotspur-February-25-2013-Premier-League,
27,2013-03-02,,Premier League,Matchweek 28,Sat,Away,W,1,0,Stoke City,,"22,690",,4-3-3,Jon Moss,https://fbref.com/en/matches/e1936a0c/Stoke-City-West-Ham-United-March-2-2013-Premier-League,
28,2013-03-17,,Premier League,Matchweek 30,Sun,Away,L,0,2,Chelsea,,"41,639",,4-5-1,Michael Oliver,https://fbref.com/en/matches/eb118713/Chelsea-West-Ham-United-March-17-2013-Premier-League,
29,2013-03-30,,Premier League,Matchweek 31,Sat,Home,W,3,1,West Brom,,"34,966",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/acd8fece/West-Ham-United-West-Bromwich-Albion-March-30-2013-Premier-League,
30,2013-04-07,,Premier League,Matchweek 32,Sun,Away,D,0,0,Liverpool,,"45,007",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/5e1cef29/Liverpool-West-Ham-United-April-7-2013-Premier-League,
31,2013-04-13,,Premier League,Matchweek 33,Sat,Away,D,1,1,Southampton,,"31,984",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/d50dff20/Southampton-West-Ham-United-April-13-2013-Premier-League,
