,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Roberto Firmino,9.0,br BRA,FW,26-104,90,52,0,5,26,23,2,52,0,0,,0,,29,120,78,2,4,0,3,5,31,6
1,Sadio Mané,19.0,sn SEN,LW,25-279,89,39,0,7,14,21,1,39,6,3,50.0,3,50.0,29,257,152,6,6,1,2,4,30,8
2,Ragnar Klavan,17.0,ee EST,"CB,LW",32-076,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
3,Mohamed Salah,11.0,eg EGY,RW,25-213,87,33,0,1,15,18,6,33,3,3,100.0,0,0.0,23,148,80,2,1,1,3,0,25,7
4,Adam Lallana,20.0,eng ENG,"RW,LM",29-249,3,2,0,1,1,1,0,2,1,1,100.0,0,0.0,2,20,16,0,0,0,1,2,2,1
5,Georginio Wijnaldum,5.0,nl NED,LM,27-064,90,53,0,13,34,9,2,53,6,4,66.7,2,33.3,37,321,225,6,2,0,0,5,30,3
6,Emre Can,23.0,de GER,CM,24-002,78,48,0,8,36,6,0,48,0,0,,0,,20,96,36,1,0,0,2,0,22,1
7,James Milner,7.0,eng ENG,CM,32-010,12,7,0,2,5,0,0,7,0,0,,0,,2,7,7,0,0,0,0,0,1,0
8,Alex Oxlade-Chamberlain,21.0,eng ENG,RM,24-152,90,60,2,8,25,27,2,60,6,5,83.3,1,16.7,33,260,184,7,3,2,1,2,35,6
9,Andrew Robertson,26.0,sct SCO,LB,23-309,90,54,6,27,19,8,0,54,0,0,,0,,16,115,48,1,0,0,0,0,21,1
10,Dejan Lovren,6.0,hr CRO,CB,28-193,90,52,4,35,18,0,0,52,0,0,,0,,21,79,18,0,0,0,1,0,28,0
11,Joël Matip,32.0,cm CMR,CB,26-159,90,41,7,24,17,0,0,41,0,0,,0,,19,62,30,1,0,0,0,0,28,0
12,Joe Gomez,12.0,eng ENG,RB,20-236,90,45,4,16,22,8,0,45,2,2,100.0,0,0.0,17,177,136,2,1,0,0,0,17,1
13,Loris Karius,1.0,de GER,GK,24-206,90,35,32,35,0,0,0,35,0,0,,0,,17,89,57,0,0,0,0,0,18,0
14,14 Players,,,,,990,521,55,182,232,121,13,521,24,18,75.0,6,25.0,265,1751,1067,28,17,4,13,18,288,34
