,num,joueur
0,1,David Raya
1,2,Aaron Hickey
2,3,Rico Henry
3,5,Ethan Pinnock
4,6,Christian Nørgaard
5,8,Mathias Jensen
6,16,Ben Mee
7,17,Ivan Toney
8,18,Pontus Jansson
9,19,Bryan Mbeumo
10,24,Mikkel Damsgaard
