,num,joueur
0,1,Jonas Lössl
1,7,Juninho Bacuna
2,8,Philip Billing
3,9,Elias Kachunga
4,10,Aaron Mooy
5,21,Alex Pritchard
6,24,Steve Mounié
7,25,Mathias Jørgensen
8,26,Christopher Schindler
9,27,Jon Gorenc Stanković
10,37,Erik Durm
