,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Dominic Solanke,9.0,eng ENG,"FW,AM",25-248,90,37,2,7,15,18,9,37,5,3,60.0,1,20.0,24,187,91,4,4,2,3,3,28,6
1,Jaidon Anthony,32.0,eng ENG,LW,23-170,90,44,4,14,21,11,0,44,1,0,0.0,1,100.0,30,142,58,2,1,0,3,4,33,2
2,David Brooks,7.0,wls WAL,RW,25-316,55,32,2,5,10,17,3,32,3,0,0.0,3,100.0,23,69,15,1,0,1,1,1,22,3
3,Kieffer Moore,21.0,wls WAL,FW,30-285,35,14,2,3,5,6,1,14,0,0,,0,,6,7,2,0,0,0,3,0,10,3
4,Ryan Christie,10.0,sct SCO,"AM,RW",28-087,65,35,2,8,12,15,2,35,1,1,100.0,0,0.0,27,115,35,1,1,0,2,1,24,1
5,Dango Ouattara,11.0,bf BFA,RW,21-098,25,21,0,2,13,7,0,21,4,3,75.0,1,25.0,11,58,38,1,1,0,0,2,14,5
6,Jefferson Lerma,8.0,co COL,DM,28-207,90,64,3,15,43,6,1,64,1,1,100.0,0,0.0,34,112,33,0,1,0,0,0,37,2
7,Lewis Cook,4.0,eng ENG,DM,26-106,90,59,4,20,31,8,0,59,1,0,0.0,1,100.0,39,159,49,0,3,0,1,1,43,1
8,Lloyd Kelly,5.0,eng ENG,LB,24-226,90,56,8,29,21,6,0,56,0,0,,0,,32,87,17,0,0,0,0,0,32,1
9,Marcos Senesi,25.0,ar ARG,CB,26-010,90,79,12,47,30,3,0,79,1,0,0.0,0,0.0,55,246,181,1,1,0,1,0,57,0
10,Illia Zabarnyi,27.0,ua UKR,CB,20-261,90,65,11,42,22,1,0,65,1,0,0.0,0,0.0,51,360,256,1,1,0,0,1,49,0
11,Adam Smith,15.0,eng ENG,RB,32-021,65,31,1,8,10,14,2,31,2,0,0.0,2,100.0,21,121,60,4,3,2,0,0,21,8
12,Matías Viña,18.0,uy URU,RB,25-192,25,29,4,9,13,7,2,29,3,0,0.0,2,66.7,15,40,11,0,0,1,1,2,12,3
13,Neto,13.0,br BRA,GK,33-305,90,46,42,46,1,0,0,46,0,0,,0,,30,159,118,0,0,0,0,0,21,0
14,14 Players,,,,,990,612,97,255,247,119,20,612,23,8,34.8,11,47.8,398,1862,964,15,16,6,15,15,403,35
