,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Teemu Pukki,22.0,fi FIN,FW,32-054,90,24,0,0,10,14,5,24,0,0,,0,,11,51,16,1,0,1,3,1,13,7
1,Milot Rashica,17.0,xk KVX,LM,25-328,90,25,0,3,9,14,3,25,3,0,0.0,3,100.0,20,109,58,4,0,2,2,3,20,9
2,Pierre Lees-Melou,20.0,fr FRA,CM,28-362,70,49,2,14,26,9,2,49,0,0,,0,,37,125,46,1,0,1,2,0,38,0
3,Lukas Rupp,7.0,de GER,CM,31-134,20,4,0,0,3,1,1,4,0,0,,0,,3,3,0,0,0,0,1,0,4,0
4,Mathias Normann,16.0,no NOR,CM,25-359,90,51,2,8,38,5,0,51,0,0,,0,,35,207,120,3,0,0,0,0,36,0
5,Kieran Dowell,10.0,eng ENG,RM,24-224,60,25,0,6,8,11,0,25,0,0,,0,,14,36,6,0,0,0,0,0,19,3
6,Tony Springett,45.0,ie IRL,RM,19-242,30,2,0,0,0,2,0,2,0,0,,0,,3,35,18,1,0,0,0,0,3,2
7,Dimitris Giannoulis,30.0,gr GRE,LB,26-217,90,67,1,17,33,17,0,67,1,0,0.0,1,100.0,33,157,86,3,2,0,3,0,40,12
8,Jakob Sørensen,19.0,dk DEN,CB,24-080,90,58,2,23,32,3,1,58,0,0,,0,,41,204,72,0,0,0,0,0,43,0
9,Grant Hanley,5.0,sct SCO,CB,30-183,90,62,8,27,30,5,2,62,0,0,,0,,39,172,90,0,2,0,0,0,44,0
10,Sam Byram,3.0,eng ENG,CB,28-248,35,21,3,17,4,0,0,21,0,0,,0,,12,23,10,0,0,0,0,0,11,0
11,Christoph Zimmermann,6.0,de GER,CB,29-130,55,23,3,9,12,2,1,23,0,0,,0,,14,90,49,0,0,0,0,0,10,0
12,Max Aarons,2.0,eng ENG,RB,22-138,90,61,3,19,28,15,1,61,2,2,100.0,0,0.0,44,351,153,4,2,0,0,0,45,4
13,Tim Krul,1.0,nl NED,GK,34-049,90,41,36,41,0,0,0,41,0,0,,0,,21,75,33,0,0,0,0,0,21,0
14,14 Players,,,,,990,513,60,184,233,98,16,513,6,2,33.3,4,66.7,327,1638,757,17,6,4,11,4,347,37
