,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-06,15:00 ,Premier League,Matchweek 1,Sat,Away,L,1,2,Leeds United,1.3,0.8,60,"36,347",Rúben Neves,4-2-3-1,Robert Jones,https://fbref.com/en/matches/82702941/Leeds-United-Wolverhampton-Wanderers-August-6-2022-Premier-League,
1,2022-08-13,15:00 ,Premier League,Matchweek 2,Sat,Home,D,0,0,Fulham,0.9,1.5,59,"31,178",Rúben Neves,4-2-3-1,John Brooks,https://fbref.com/en/matches/669b1665/Wolverhampton-Wanderers-Fulham-August-13-2022-Premier-League,
2,2022-08-20,12:30 ,Premier League,Matchweek 3,Sat,Away,L,0,1,Tottenham,0.7,1.7,50,"61,298",Rúben Neves,3-5-2,Simon Hooper,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,
4,2022-08-28,14:00 ,Premier League,Matchweek 4,Sun,Home,D,1,1,Newcastle Utd,0.7,1.7,37,"31,311",Rúben Neves,4-3-3,Peter Bankes,https://fbref.com/en/matches/15d62d04/Wolverhampton-Wanderers-Newcastle-United-August-28-2022-Premier-League,
5,2022-08-31,19:30 ,Premier League,Matchweek 5,Wed,Away,D,0,0,Bournemouth,1.5,0.4,65,"10,113",Rúben Neves,4-3-3,Anthony Taylor,https://fbref.com/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,
6,2022-09-03,15:00 ,Premier League,Matchweek 6,Sat,Home,W,1,0,Southampton,0.8,1.2,51,"30,546",Rúben Neves,4-3-3,John Brooks,https://fbref.com/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League,
7,2022-09-17,12:30 ,Premier League,Matchweek 8,Sat,Home,L,0,3,Manchester City,0.4,1.1,41,"31,578",Rúben Neves,4-3-3,Anthony Taylor,https://fbref.com/en/matches/96b5cc15/Wolverhampton-Wanderers-Manchester-City-September-17-2022-Premier-League,
8,2022-10-01,17:30 ,Premier League,Matchweek 9,Sat,Away,L,0,2,West Ham,0.7,0.9,61,"62,444",Rúben Neves,3-4-3,Paul Tierney,https://fbref.com/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League,
9,2022-10-08,15:00 ,Premier League,Matchweek 10,Sat,Away,L,0,3,Chelsea,1.1,1.9,43,"39,940",João Moutinho,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League,
10,2022-10-15,15:00 ,Premier League,Matchweek 11,Sat,Home,W,1,0,Nott'ham Forest,1.3,1.5,58,"31,554",Rúben Neves,4-2-3-1,Thomas Bramall,https://fbref.com/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League,
