,num,joueur
0,,Richard Kingson
1,,Neal Eardley
2,,Jason Puncheon
3,,David Carney
4,,David Vaughan
5,,Keith Southern
6,,Andy Reid
7,,James Beattie
8,,Alex Baptiste
9,,Ian Evatt
10,,Stephen Crainey
