,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Roberto Firmino,9.0,br BRA,FW,26-047,90,0,0,0,2,1,0,0,0,2,0,0,0,3,1,7,12.5
1,Sadio Mané,19.0,sn SEN,LW,25-222,73,0,0,0,3,1,0,3,0,1,0,0,0,4,1,1,50.0
2,Alex Oxlade-Chamberlain,21.0,eng ENG,"LW,RW",24-095,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
3,Mohamed Salah,11.0,eg EGY,RW,25-156,79,0,0,0,1,1,0,3,0,0,0,0,0,2,0,1,0.0
4,James Milner,7.0,eng ENG,"RM,RW",31-318,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
5,Philippe Coutinho,10.0,br BRA,LM,25-159,68,0,0,0,0,2,0,5,1,0,0,0,0,2,0,0,
6,Emre Can,23.0,de GER,LM,23-310,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
7,Jordan Henderson,14.0,eng ENG,CM,27-154,90,0,0,0,3,1,0,3,1,1,0,0,0,10,2,1,66.7
8,Georginio Wijnaldum,5.0,nl NED,"RM,LW",27-007,90,0,0,0,1,1,1,0,0,1,0,0,0,6,0,0,
9,Alberto Moreno,18.0,es ESP,LB,25-136,90,0,0,0,1,2,0,4,1,0,0,0,0,6,0,1,0.0
10,Ragnar Klavan,17.0,ee EST,CB,32-019,90,0,0,0,1,0,0,0,0,1,0,0,0,9,2,1,66.7
11,Dejan Lovren,6.0,hr CRO,CB,28-136,90,1,0,0,2,0,0,0,2,0,0,0,0,3,3,3,50.0
12,Trent Alexander-Arnold,66.0,eng ENG,RB,19-042,90,0,0,0,0,0,1,1,1,3,0,0,0,5,0,1,0.0
13,Simon Mignolet,22.0,be BEL,GK,29-257,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
14,14 Players,,,,,990,1,0,0,15,9,2,20,6,9,0,0,0,57,10,17,37.0
