,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marc-Antoine Fortuné,,fr FRA,FW,29-246,45,0,0,0,,,,0,0,,,,,,,0,,
1,Peter Odemwingie,,ng NGA,FW,29-233,45,0,1,0,,,,0,0,,,,,,,0,,
2,Jerome Thomas,,eng ENG,"FW,MF",27-347,65,0,0,0,,,,0,0,,,,,,,0,,
3,Gonzalo Jara,,cl CHI,"DF,MF",25-188,25,0,0,0,,,,0,0,,,,,,,0,,
4,Chris Brunt,,nir NIR,"DF,MF",26-081,90,0,0,0,,,,0,0,,,,,,,0,,
5,Youssouf Mulumbu,,cd COD,MF,24-039,90,1,0,0,,,,0,0,,,,,,,0,,
6,James Morrison,,sct SCO,"FW,MF",24-284,76,1,1,0,,,,0,0,,,,,,,0,,
7,Gabriel Tamaș,,ro ROU,DF,27-116,14,0,0,0,,,,0,0,,,,,,,0,,
8,Paul Scharner,,at AUT,"DF,MF",30-359,90,1,0,0,,,,1,0,,,,,,,0,,
9,Nicky Shorey,,eng ENG,"DF,MF",30-014,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jonas Olsson,,se SWE,DF,27-360,90,0,0,0,,,,0,0,,,,,,,0,,
11,Abdoulaye Méïté,,ci CIV,DF,30-150,90,0,0,0,,,,0,0,,,,,,,0,,
12,Steven Reid,,ie IRL,"DF,MF",29-360,90,0,1,0,,,,0,0,,,,,,,0,,
13,Scott Carson,,eng ENG,GK,25-183,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,3,0,,,,1,0,,,,,,,0,,
