,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Aleksandar Mitrović,9.0,rs SRB,FW,28-148,83,0,0,0,3,1,1,0,1,0,0,0,0,1,3,5,37.5
1,Carlos Vinícius,30.0,br BRA,FW,27-323,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
2,Willian,20.0,br BRA,LW,34-186,71,0,0,0,0,3,0,1,1,0,0,0,0,4,0,2,0.0
3,Manor Solomon,11.0,il ISR,LW,23-202,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
4,Bobby Reid,14.0,jm JAM,RW,30-009,84,0,0,0,2,2,0,2,1,0,0,0,0,6,0,2,0.0
5,Harry Wilson,8.0,wls WAL,RW,25-326,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
6,Andreas Pereira,18.0,br BRA,AM,27-041,89,0,0,0,0,1,0,7,0,0,0,0,0,4,0,1,0.0
7,Saša Lukić,28.0,rs SRB,AM,26-182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
8,João Palhinha,26.0,pt POR,DM,27-217,90,0,0,0,0,1,0,0,3,0,0,0,0,6,5,2,71.4
9,Harrison Reed,6.0,eng ENG,DM,28-015,90,0,0,0,0,1,0,4,1,1,0,0,0,4,0,0,
10,Antonee Robinson,33.0,us USA,LB,25-187,90,0,0,0,2,0,0,10,3,1,0,0,0,6,4,2,66.7
11,Tim Ream,13.0,us USA,CB,35-129,90,0,0,0,0,1,0,0,3,1,0,0,0,13,0,0,
12,Issa Diop,31.0,fr FRA,CB,26-033,90,0,0,0,1,0,0,0,2,1,0,0,0,6,3,1,75.0
13,Kenny Tete,2.0,nl NED,RB,27-125,89,0,0,0,1,1,0,4,0,1,0,0,0,3,0,1,0.0
14,Cédric Soares,12.0,pt POR,RB,31-164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
15,Bernd Leno,17.0,de GER,GK,30-344,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
16,16 Players,,,,,990,0,0,0,9,11,1,29,15,5,0,0,0,58,18,16,52.9
