,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Raúl Jiménez,9.0,mx MEX,FW,30-136,90,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
1,Adama Traoré,37.0,es ESP,"LW,RM,RB",25-236,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2,Francisco Trincão,11.0,pt POR,"RW,LM,LB",21-263,90,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,0,0
3,Fernando Marçal,5.0,br BRA,"LM,LB",32-211,71,2,2,1,1,0,2,3,66.7,1,2,0,2,0,2,0,0
4,Daniel Podence,10.0,pt POR,LM,25-332,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,João Moutinho,28.0,pt POR,CM,35-010,90,1,1,0,1,0,1,3,33.3,2,2,0,2,1,2,0,0
6,Rúben Neves,8.0,pt POR,CM,24-189,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,1
7,Nélson Semedo,22.0,pt POR,"RM,RB",27-306,81,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
8,Fábio Silva,17.0,pt POR,FW,19-061,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
9,Romain Saïss,27.0,ma MAR,CB,31-176,45,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0
10,Hwang Hee-chan,26.0,kr KOR,"FW,RM",25-235,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
11,Conor Coady,16.0,eng ENG,CB,28-205,90,4,1,4,0,0,2,2,100.0,0,0,0,0,1,5,2,0
12,Max Kilman,23.0,eng ENG,CB,24-118,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,1
13,José Sá,1.0,pt POR,GK,28-244,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,9,4,6,2,1,6,14,42.9,8,9,1,8,6,15,9,2
