,num,joueur
0,,Craig Noone
1,,Jordon Mutch
2,,Gary Medel
3,,Kim Bo-kyung
4,,Kévin Théophile-Catherine
5,,Fraizer Campbell
6,,Declan John
7,,Fábio
8,,Cala
9,,
10,,Joe Lewis
