,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2021-08-14,15:00 ,Premier League,Matchweek 1,Sat,Home,W,1,0,Wolves,0.5,1.3,56,"31,983",Kasper Schmeichel,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/0b346a62/Leicester-City-Wolverhampton-Wanderers-August-14-2021-Premier-League,
2,2021-08-23,20:00 ,Premier League,Matchweek 2,Mon,Away,L,1,4,West Ham,0.6,2.3,48,"59,901",Kasper Schmeichel,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,
3,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Away,W,2,1,Norwich City,1.5,1.5,55,"26,765",Kasper Schmeichel,4-4-2,Robert Jones,https://fbref.com/en/matches/78c685cc/Norwich-City-Leicester-City-August-28-2021-Premier-League,
4,2021-09-11,15:00 ,Premier League,Matchweek 4,Sat,Home,L,0,1,Manchester City,0.6,2.8,39,"32,087",Kasper Schmeichel,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,
6,2021-09-19,14:00 ,Premier League,Matchweek 5,Sun,Away,L,1,2,Brighton,1.6,1.7,63,"31,078",Kasper Schmeichel,4-3-3,Stuart Attwell,https://fbref.com/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,
8,2021-09-25,15:00 ,Premier League,Matchweek 6,Sat,Home,D,2,2,Burnley,2.4,0.5,66,"31,650",Kasper Schmeichel,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,
10,2021-10-03,14:00 ,Premier League,Matchweek 7,Sun,Away,D,2,2,Crystal Palace,1.2,1.5,40,"25,000",Kasper Schmeichel,4-4-2,Anthony Taylor,https://fbref.com/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,
11,2021-10-16,15:00 ,Premier League,Matchweek 8,Sat,Home,W,4,2,Manchester Utd,2.4,1.2,49,"32,219",Kasper Schmeichel,3-4-1-2,Craig Pawson,https://fbref.com/en/matches/45502ded/Leicester-City-Manchester-United-October-16-2021-Premier-League,
13,2021-10-24,14:00 ,Premier League,Matchweek 9,Sun,Away,W,2,1,Brentford,1.5,1.0,46,"16,814",Kasper Schmeichel,3-4-1-2,Simon Hooper,https://fbref.com/en/matches/b5c25937/Brentford-Leicester-City-October-24-2021-Premier-League,
15,2021-10-30,12:30 ,Premier League,Matchweek 10,Sat,Home,L,0,2,Arsenal,1.3,0.7,64,"32,209",Kasper Schmeichel,3-4-1-2,Michael Oliver,https://fbref.com/en/matches/719b57c6/Leicester-City-Arsenal-October-30-2021-Premier-League,
17,2021-11-07,14:00 ,Premier League,Matchweek 11,Sun,Away,D,1,1,Leeds United,0.7,1.3,44,"36,478",Kasper Schmeichel,4-3-3,Darren England,https://fbref.com/en/matches/8fd004c6/Leeds-United-Leicester-City-November-7-2021-Premier-League,
18,2021-11-20,12:30 ,Premier League,Matchweek 12,Sat,Home,L,0,3,Chelsea,0.4,2.0,39,"35,497",Kasper Schmeichel,3-4-3,Paul Tierney,https://fbref.com/en/matches/2fd486d6/Leicester-City-Chelsea-November-20-2021-Premier-League,
20,2021-11-28,14:00 ,Premier League,Matchweek 13,Sun,Home,W,4,2,Watford,2.1,2.8,56,"32,020",Kasper Schmeichel,4-2-3-1,Andy Madley,https://fbref.com/en/matches/c2e426c8/Leicester-City-Watford-November-28-2021-Premier-League,
21,2021-12-01,19:30 ,Premier League,Matchweek 14,Wed,Away,D,2,2,Southampton,1.5,1.5,55,"26,951",Kasper Schmeichel,4-2-3-1,Robert Jones,https://fbref.com/en/matches/135f5959/Southampton-Leicester-City-December-1-2021-Premier-League,
22,2021-12-05,16:30 ,Premier League,Matchweek 15,Sun,Away,L,1,2,Aston Villa,1.1,2.1,59,"41,572",Kasper Schmeichel,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/49cc65ac/Aston-Villa-Leicester-City-December-5-2021-Premier-League,
24,2021-12-12,14:00 ,Premier League,Matchweek 16,Sun,Home,W,4,0,Newcastle Utd,2.6,1.0,47,"31,959",Kasper Schmeichel,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/8805978d/Leicester-City-Newcastle-United-December-12-2021-Premier-League,
26,2021-12-26,15:00 ,Premier League,Matchweek 19,Sun,Away,L,3,6,Manchester City,2.7,3.6,28,"53,226",Kasper Schmeichel,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/49e84e17/Manchester-City-Leicester-City-December-26-2021-Premier-League,
27,2021-12-28,20:00 ,Premier League,Matchweek 20,Tue,Home,W,1,0,Liverpool,0.4,2.3,37,"32,230",Kasper Schmeichel,4-3-1-2,Michael Oliver,https://fbref.com/en/matches/8ad7b26f/Leicester-City-Liverpool-December-28-2021-Premier-League,
29,2022-01-19,19:30 ,Premier League,Matchweek 17,Wed,Home,L,2,3,Tottenham,1.2,3.1,49,"31,986",Kasper Schmeichel,3-5-2,Jonathan Moss,https://fbref.com/en/matches/77d28549/Leicester-City-Tottenham-Hotspur-January-19-2022-Premier-League,
30,2022-01-23,14:00 ,Premier League,Matchweek 23,Sun,Home,D,1,1,Brighton,1.4,1.1,44,"31,231",Kasper Schmeichel,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/a28f6f69/Leicester-City-Brighton-and-Hove-Albion-January-23-2022-Premier-League,
32,2022-02-10,19:45 ,Premier League,Matchweek 24,Thu,Away,L,0,2,Liverpool,0.5,1.8,36,"53,050",Kasper Schmeichel,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/911fa284/Liverpool-Leicester-City-February-10-2022-Premier-League,
33,2022-02-13,16:30 ,Premier League,Matchweek 25,Sun,Home,D,2,2,West Ham,1.4,1.1,55,"32,061",Kasper Schmeichel,4-3-3,Michael Oliver,https://fbref.com/en/matches/c2c20295/Leicester-City-West-Ham-United-February-13-2022-Premier-League,
35,2022-02-20,16:30 ,Premier League,Matchweek 26,Sun,Away,L,1,2,Wolves,1.7,0.5,63,"31,587",Kasper Schmeichel,4-3-3,Craig Pawson,https://fbref.com/en/matches/63d95af6/Wolverhampton-Wanderers-Leicester-City-February-20-2022-Premier-League,
37,2022-03-01,19:45 ,Premier League,Matchweek 22,Tue,Away,W,2,0,Burnley,1.5,0.9,55,"17,825",Kasper Schmeichel,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/a47f5f21/Burnley-Leicester-City-March-1-2022-Premier-League,
38,2022-03-05,12:30 ,Premier League,Matchweek 28,Sat,Home,W,1,0,Leeds United,0.4,1.7,51,"32,236",Kasper Schmeichel,4-3-3,David Coote,https://fbref.com/en/matches/1d777dcd/Leicester-City-Leeds-United-March-5-2022-Premier-League,
40,2022-03-13,16:30 ,Premier League,Matchweek 29,Sun,Away,L,0,2,Arsenal,0.4,2.4,54,"60,111",Kasper Schmeichel,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/47ea9ab2/Arsenal-Leicester-City-March-13-2022-Premier-League,
42,2022-03-20,14:00 ,Premier League,Matchweek 30,Sun,Home,W,2,1,Brentford,1.0,1.3,52,"31,830",Kasper Schmeichel,4-2-3-1,Darren England,https://fbref.com/en/matches/c8c7dd9b/Leicester-City-Brentford-March-20-2022-Premier-League,
43,2022-04-02,17:30 ,Premier League,Matchweek 31,Sat,Away,D,1,1,Manchester Utd,0.8,0.9,46,"73,444",Kasper Schmeichel,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/00863ee3/Manchester-United-Leicester-City-April-2-2022-Premier-League,
45,2022-04-10,14:00 ,Premier League,Matchweek 32,Sun,Home,W,2,1,Crystal Palace,1.0,1.4,51,"31,896",Kasper Schmeichel,4-2-3-1,Robert Jones,https://fbref.com/en/matches/816c435d/Leicester-City-Crystal-Palace-April-10-2022-Premier-League,
47,2022-04-17,14:15 ,Premier League,Matchweek 33,Sun,Away,L,1,2,Newcastle Utd,0.6,1.8,68,"52,104",Kasper Schmeichel,4-1-4-1,Jarred Gillett,https://fbref.com/en/matches/89803b3a/Newcastle-United-Leicester-City-April-17-2022-Premier-League,
48,2022-04-20,19:45 ,Premier League,Matchweek 18,Wed,Away,D,1,1,Everton,0.9,1.8,63,"39,153",Kasper Schmeichel,4-2-3-1,David Coote,https://fbref.com/en/matches/46471203/Everton-Leicester-City-April-20-2022-Premier-League,
49,2022-04-23,15:00 ,Premier League,Matchweek 34,Sat,Home,D,0,0,Aston Villa,0.3,0.9,64,"32,185",Kasper Schmeichel,4-1-4-1,Andy Madley,https://fbref.com/en/matches/17e5cacf/Leicester-City-Aston-Villa-April-23-2022-Premier-League,
51,2022-05-01,14:00 ,Premier League,Matchweek 35,Sun,Away,L,1,3,Tottenham,0.5,1.2,60,"59,482",Kasper Schmeichel,3-5-2,Jonathan Moss,https://fbref.com/en/matches/26ff83e6/Tottenham-Hotspur-Leicester-City-May-1-2022-Premier-League,
53,2022-05-08,14:00 ,Premier League,Matchweek 36,Sun,Home,L,1,2,Everton,1.5,1.1,66,"32,001",Kasper Schmeichel,3-1-4-2,Craig Pawson,https://fbref.com/en/matches/4a972389/Leicester-City-Everton-May-8-2022-Premier-League,
54,2022-05-11,19:45 ,Premier League,Matchweek 21,Wed,Home,W,3,0,Norwich City,2.0,1.1,65,"38,092",Kasper Schmeichel,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/2ae05ae6/Leicester-City-Norwich-City-May-11-2022-Premier-League,
55,2022-05-15,14:00 ,Premier League,Matchweek 37,Sun,Away,W,5,1,Watford,2.5,1.4,59,"20,257",Jonny Evans,4-1-4-1,Jarred Gillett,https://fbref.com/en/matches/5a142f6f/Watford-Leicester-City-May-15-2022-Premier-League,
56,2022-05-19,20:00 ,Premier League,Matchweek 27,Thu,Away,D,1,1,Chelsea,0.1,1.6,33,"31,478",Kasper Schmeichel,3-1-4-2,Stuart Attwell,https://fbref.com/en/matches/75d8f6e0/Chelsea-Leicester-City-May-19-2022-Premier-League,
57,2022-05-22,16:00 ,Premier League,Matchweek 38,Sun,Home,W,4,1,Southampton,3.4,1.1,51,"32,003",Kasper Schmeichel,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/16e2761e/Leicester-City-Southampton-May-22-2022-Premier-League,
