,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Mohamed Salah,11.0,eg EGY,FW,26-189,90,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0.0
1,Naby Keïta,8.0,gn GUI,LW,23-314,57,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0.0
2,Adam Lallana,20.0,eng ENG,LW,30-225,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
3,Sadio Mané,10.0,sn SEN,RW,26-255,86,0,0,0,0,0,2,1,1,3,0,0,0,3,2,2,50.0
4,Nathaniel Clyne,2.0,eng ENG,RB,27-260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Roberto Firmino,9.0,br BRA,AM,27-080,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
6,Georginio Wijnaldum,5.0,nl NED,AM,28-040,15,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,
7,Fabinho,3.0,br BRA,DM,25-059,90,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,
8,Jordan Henderson,14.0,eng ENG,DM,28-187,90,0,0,0,1,0,0,3,2,1,0,0,0,7,0,0,
9,Andrew Robertson,26.0,sct SCO,LB,24-285,90,0,0,0,0,0,0,3,0,2,0,0,0,8,1,1,50.0
10,Virgil van Dijk,4.0,nl NED,CB,27-166,90,0,0,0,0,1,0,0,1,1,0,0,0,2,4,0,100.0
11,Dejan Lovren,6.0,hr CRO,CB,29-169,90,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,100.0
12,James Milner,7.0,eng ENG,"RB,RW",32-351,90,0,0,0,2,2,0,6,1,1,0,0,0,7,1,1,50.0
13,Alisson,13.0,br BRA,GK,26-080,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
14,14 Players,,,,,990,0,0,0,3,7,2,15,5,11,0,0,0,50,11,6,64.7
