,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Che Adams,10.0,sct SCO,FW,25-240,90,17,24,70.8,276,71,7,11,63.6,10,11,90.9,0,0,,0,0.1,0.1,1,1,1,0,3
1,Armando Broja,18.0,al ALB,FW,20-181,72,7,10,70.0,103,9,5,8,62.5,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
2,Adam Armstrong,9.0,eng ENG,"FW,AM",25-028,18,8,11,72.7,78,1,7,8,87.5,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
3,Mohamed Elyounoussi,24.0,no NOR,LM,27-218,84,18,29,62.1,271,41,13,18,72.2,3,6,50.0,2,2,100.0,0,0.0,0.0,0,1,0,0,4
4,Moussa Djenepo,19.0,ml MLI,LB,23-268,6,7,9,77.8,101,28,4,4,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
5,Oriol Romeu,6.0,es ESP,CM,30-167,78,57,67,85.1,1064,274,25,29,86.2,26,29,89.7,6,8,75.0,0,0.0,0.2,0,12,2,1,8
6,Shane Long,7.0,ie IRL,"FW,CM",35-047,12,1,2,50.0,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
7,James Ward-Prowse,8.0,eng ENG,"CM,DM",27-129,90,88,107,82.2,1460,381,51,52,98.1,29,35,82.9,8,19,42.1,0,0.1,0.2,4,8,1,0,13
8,Stuart Armstrong,17.0,sct SCO,RM,29-345,90,61,74,82.4,890,205,35,43,81.4,24,26,92.3,2,4,50.0,0,0.0,0.1,1,7,2,1,10
9,Kyle Walker-Peters,2.0,eng ENG,"LB,LM",24-331,90,71,84,84.5,1079,293,42,48,87.5,26,27,96.3,3,7,42.9,0,0.3,0.3,2,2,3,0,12
10,Mohammed Salisu,22.0,gh GHA,CB,22-327,90,85,99,85.9,1386,535,45,49,91.8,36,38,94.7,4,12,33.3,0,0.0,0.0,0,12,0,0,7
11,Jan Bednarek,35.0,pl POL,CB,25-332,90,79,87,90.8,1449,546,38,39,97.4,31,35,88.6,10,13,76.9,0,0.0,0.0,1,7,0,0,3
12,Valentino Livramento,21.0,eng ENG,RB,19-118,90,51,63,81.0,700,166,33,36,91.7,17,22,77.3,0,1,0.0,0,0.0,0.0,0,2,1,0,3
13,Fraser Forster,44.0,eng ENG,GK,33-358,90,27,41,65.9,687,415,4,4,100.0,15,16,93.8,8,20,40.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,577,707,81.6,9554,2965,310,351,88.3,223,252,88.5,43,86,50.0,0,0.6,1.0,9,54,10,2,64
