,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Kieffer Moore,21.0,wls WAL,FW,30-145,90,16,15,1,1,0,0,0,0,0,0,0,0,7,0,1
1,Dominic Solanke,9.0,eng ENG,"AM,FW",25-108,90,16,15,1,0,0,0,0,0,0,0,0,0,10,0,4
2,Philip Billing,29.0,dk DEN,LM,26-203,37,8,8,0,0,0,0,0,0,0,0,0,0,4,0,2
3,Siriki Dembélé,20.0,ci CIV,"RW,LM",26-115,53,22,20,2,0,0,0,1,2,0,0,0,0,16,0,1
4,Jefferson Lerma,8.0,co COL,"DM,CM",28-067,90,40,37,3,1,0,0,1,1,0,0,0,0,26,0,1
5,Lewis Cook,4.0,eng ENG,"CM,DM",25-331,79,35,34,1,1,0,0,1,0,0,0,0,0,24,0,2
6,Jamal Lowe,18.0,jm JAM,DM,28-163,11,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
7,Jaidon Anthony,32.0,eng ENG,"RM,LW",23-030,79,54,43,11,4,0,0,9,4,2,2,0,0,39,0,3
8,Ryan Christie,10.0,sct SCO,LW,27-312,11,4,4,0,0,0,0,2,0,0,0,0,0,2,0,1
9,Jordan Zemura,33.0,zw ZIM,LB,23-047,69,43,30,13,0,0,0,0,13,0,0,0,0,29,0,2
10,Joe Rothwell,14.0,eng ENG,LB,27-354,21,13,12,1,0,0,0,0,1,0,0,0,0,12,0,0
11,Lloyd Kelly,5.0,eng ENG,CB,24-086,90,80,75,4,2,0,2,0,2,0,0,0,0,67,1,0
12,Marcos Senesi,25.0,ar ARG,CB,25-235,90,88,86,2,2,0,1,0,0,0,0,0,0,72,0,1
13,Adam Smith,15.0,eng ENG,RB,31-246,90,66,48,18,0,0,0,6,18,0,0,0,0,47,0,4
14,Mark Travers,1.0,ie IRL,GK,23-227,90,35,28,7,1,0,0,0,0,0,0,0,0,34,0,0
15,15 Players,,,,,990,524,459,64,12,0,3,20,41,2,2,0,0,391,1,23
