,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Evan Ferguson,28.0,ie IRL,FW,18-087,65,12,11,1,0,1,0,0,0,0,0,0,0,9,0,1
1,Danny Welbeck,18.0,eng ENG,FW,32-049,25,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
2,Kaoru Mitoma,22.0,jp JPN,LW,25-239,89,37,37,0,0,0,1,1,0,0,0,0,0,31,0,2
3,Tariq Lamptey,2.0,gh GHA,LW,22-106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Solly March,7.0,eng ENG,RW,28-178,90,32,28,4,1,0,2,4,1,2,2,0,0,25,0,0
5,Adam Lallana,14.0,eng ENG,AM,34-249,65,26,24,1,0,0,0,0,1,0,0,0,0,20,1,0
6,Joël Veltman,34.0,nl NED,RB,30-364,25,22,17,5,2,0,0,0,3,0,0,0,0,19,0,0
7,Alexis Mac Allister,10.0,ar ARG,"DM,AM",24-021,82,68,66,1,1,0,0,1,0,0,0,0,0,60,1,1
8,Jeremy Sarmiento,19.0,ec ECU,AM,20-212,8,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
9,Moisés Caicedo,25.0,ec ECU,DM,21-073,90,85,85,0,0,0,1,0,0,0,0,0,0,76,0,2
10,Pervis Estupiñán,30.0,ec ECU,LB,24-358,90,75,66,9,3,0,0,0,6,0,0,0,0,62,0,2
11,Levi Colwill,6.0,eng ENG,CB,19-322,90,96,95,1,1,1,0,0,0,0,0,0,0,89,0,0
12,Lewis Dunk,5.0,eng ENG,CB,31-054,89,92,86,5,4,0,0,0,1,0,0,0,0,85,1,0
13,Adam Webster,4.0,eng ENG,CB,28-010,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
14,Pascal Groß,13.0,de GER,"RB,DM",31-213,90,90,73,17,4,0,1,10,8,5,4,0,0,73,0,0
15,Robert Sánchez,1.0,es ESP,GK,25-057,90,40,34,5,1,0,0,0,0,0,0,0,0,33,1,0
16,16 Players,,,,,990,696,643,49,17,2,5,16,20,7,6,0,0,601,4,8
