,num,joueur
0,,Michael Essien
1,,Ashley Cole
2,,Didier Drogba
3,,Nicolas Anelka
4,,Ramires
5,,Paulo Ferreira
6,,John Obi Mikel
7,,Salomon Kalou
8,,John Terry
9,,
10,,Ross Turnbull
