,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
37,2018-01-30,19:45 ,Premier League,Matchweek 25,Tue,Away,L,1,3,Swansea City,1.3,2.1,74,"20,819",Laurent Koscielny,4-3-3,Lee Mason,https://fbref.com/en/matches/d42b1f12/Swansea-City-Arsenal-January-30-2018-Premier-League,
38,2018-02-03,17:30 ,Premier League,Matchweek 26,Sat,Home,W,5,1,Everton,2.6,1.2,57,"59,306",Laurent Koscielny,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/ac69ef1b/Arsenal-Everton-February-3-2018-Premier-League,
39,2018-02-10,12:30 ,Premier League,Matchweek 27,Sat,Away,L,0,1,Tottenham,0.6,2.6,50,"83,222",Laurent Koscielny,4-3-3,Anthony Taylor,https://fbref.com/en/matches/9be2b4a6/North-London-Derby-Tottenham-Hotspur-Arsenal-February-10-2018-Premier-League,
43,2018-03-01,19:45 ,Premier League,Matchweek 28,Thu,Home,L,0,3,Manchester City,1.3,1.5,46,"58,420",Laurent Koscielny,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/7a4e4ce6/Arsenal-Manchester-City-March-1-2018-Premier-League,
44,2018-03-04,13:30 ,Premier League,Matchweek 29,Sun,Away,L,1,2,Brighton,1.2,1.2,67,"30,620",Laurent Koscielny,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/42457283/Brighton-and-Hove-Albion-Arsenal-March-4-2018-Premier-League,
46,2018-03-11,13:30 ,Premier League,Matchweek 30,Sun,Home,W,3,0,Watford,2.2,1.4,59,"59,131",Petr Čech,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/9eba55b6/Arsenal-Watford-March-11-2018-Premier-League,
48,2018-04-01,13:30 ,Premier League,Matchweek 32,Sun,Home,W,3,0,Stoke City,3.3,0.4,69,"59,371",Jack Wilshere,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/9c1a218b/Arsenal-Stoke-City-April-1-2018-Premier-League,
50,2018-04-08,14:15 ,Premier League,Matchweek 33,Sun,Home,W,3,2,Southampton,1.6,2.0,64,"59,374",Petr Čech,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/dd1ec108/Arsenal-Southampton-April-8-2018-Premier-League,
52,2018-04-15,13:30 ,Premier League,Matchweek 34,Sun,Away,L,1,2,Newcastle Utd,1.2,0.8,71,"52,210",Petr Čech,4-3-3,Anthony Taylor,https://fbref.com/en/matches/a4ac40df/Newcastle-United-Arsenal-April-15-2018-Premier-League,
53,2018-04-22,13:30 ,Premier League,Matchweek 35,Sun,Home,W,4,1,West Ham,1.8,0.8,67,"59,422",Laurent Koscielny,4-3-3,Lee Mason,https://fbref.com/en/matches/183dc99a/Arsenal-West-Ham-United-April-22-2018-Premier-League,
55,2018-04-29,16:30 ,Premier League,Matchweek 36,Sun,Away,L,1,2,Manchester Utd,0.5,1.7,41,"75,035",Granit Xhaka,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/5b587217/Manchester-United-Arsenal-April-29-2018-Premier-League,
57,2018-05-06,16:30 ,Premier League,Matchweek 37,Sun,Home,W,5,0,Burnley,2.6,0.3,63,"59,540",Petr Čech,4-3-3,Andre Marriner,https://fbref.com/en/matches/c8c42b05/Arsenal-Burnley-May-6-2018-Premier-League,
58,2018-05-09,19:45 ,Premier League,Matchweek 31,Wed,Away,L,1,3,Leicester City,1.4,2.2,59,"32,095",Petr Čech,4-3-3,Graham Scott,https://fbref.com/en/matches/825733ff/Leicester-City-Arsenal-May-9-2018-Premier-League,
59,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Away,W,1,0,Huddersfield,2.0,1.7,55,"24,122",Aaron Ramsey,4-3-3,Michael Oliver,https://fbref.com/en/matches/7c431214/Huddersfield-Town-Arsenal-May-13-2018-Premier-League,
