,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2017-08-11,19:45 ,Premier League,Matchweek 1,Fri,Home,W,4,3,Leicester City,2.5,1.5,68,"59,387",Petr Čech,3-4-3,Mike Dean,https://fbref.com/en/matches/e3c3ddf0/Arsenal-Leicester-City-August-11-2017-Premier-League,
2,2017-08-19,17:30 ,Premier League,Matchweek 2,Sat,Away,L,0,1,Stoke City,1.5,0.7,76,"29,459",Petr Čech,3-4-3,Andre Marriner,https://fbref.com/en/matches/37f97732/Stoke-City-Arsenal-August-19-2017-Premier-League,
3,2017-08-27,16:00 ,Premier League,Matchweek 3,Sun,Away,L,0,4,Liverpool,0.6,3.1,52,"53,206",Laurent Koscielny,3-4-3,Craig Pawson,https://fbref.com/en/matches/e4374144/Liverpool-Arsenal-August-27-2017-Premier-League,
4,2017-09-09,15:00 ,Premier League,Matchweek 4,Sat,Home,W,3,0,Bournemouth,2.2,0.6,58,"59,262",Laurent Koscielny,3-4-3,Anthony Taylor,https://fbref.com/en/matches/2fab7d59/Arsenal-Bournemouth-September-9-2017-Premier-League,
6,2017-09-17,13:30 ,Premier League,Matchweek 5,Sun,Away,D,0,0,Chelsea,1.4,0.8,49,"41,478",Laurent Koscielny,3-4-3,Michael Oliver,https://fbref.com/en/matches/b015cd93/North-West-London-Derby-Chelsea-Arsenal-September-17-2017-Premier-League,
8,2017-09-25,20:00 ,Premier League,Matchweek 6,Mon,Home,W,2,0,West Brom,2.2,0.9,69,"59,134",Laurent Koscielny,3-4-3,Robert Madley,https://fbref.com/en/matches/b46b6153/Arsenal-West-Bromwich-Albion-September-25-2017-Premier-League,
10,2017-10-01,12:00 ,Premier League,Matchweek 7,Sun,Home,W,2,0,Brighton,2.4,0.4,64,"59,378",Petr Čech,3-4-3,Kevin Friend,https://fbref.com/en/matches/304dc26b/Arsenal-Brighton-and-Hove-Albion-October-1-2017-Premier-League,
11,2017-10-14,17:30 ,Premier League,Matchweek 8,Sat,Away,L,1,2,Watford,1.0,1.6,54,"20,384",Per Mertesacker,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/f18931d9/Watford-Arsenal-October-14-2017-Premier-League,
13,2017-10-22,13:30 ,Premier League,Matchweek 9,Sun,Away,W,5,2,Everton,3.5,1.0,67,"39,189",Per Mertesacker,3-4-3,Craig Pawson,https://fbref.com/en/matches/73da64ff/Everton-Arsenal-October-22-2017-Premier-League,
15,2017-10-28,15:00 ,Premier League,Matchweek 10,Sat,Home,W,2,1,Swansea City,2.0,0.9,72,"59,493",Per Mertesacker,3-4-3,Lee Mason,https://fbref.com/en/matches/3424d0e6/Arsenal-Swansea-City-October-28-2017-Premier-League,
17,2017-11-05,14:15 ,Premier League,Matchweek 11,Sun,Away,L,1,3,Manchester City,0.3,1.8,43,"54,286",Laurent Koscielny,3-4-3,Michael Oliver,https://fbref.com/en/matches/03da14dd/Manchester-City-Arsenal-November-5-2017-Premier-League,
18,2017-11-18,12:30 ,Premier League,Matchweek 12,Sat,Home,W,2,0,Tottenham,2.1,0.7,43,"59,530",Laurent Koscielny,3-4-3,Mike Dean,https://fbref.com/en/matches/ae345878/North-London-Derby-Arsenal-Tottenham-Hotspur-November-18-2017-Premier-League,
20,2017-11-26,14:00 ,Premier League,Matchweek 13,Sun,Away,W,1,0,Burnley,1.8,0.4,64,"21,722",Laurent Koscielny,3-4-3,Lee Mason,https://fbref.com/en/matches/0ad47126/Burnley-Arsenal-November-26-2017-Premier-League,
21,2017-11-29,19:45 ,Premier League,Matchweek 14,Wed,Home,W,5,0,Huddersfield,4.0,0.5,69,"59,285",Laurent Koscielny,3-4-3,Graham Scott,https://fbref.com/en/matches/5765760d/Arsenal-Huddersfield-Town-November-29-2017-Premier-League,
22,2017-12-02,17:30 ,Premier League,Matchweek 15,Sat,Home,L,1,3,Manchester Utd,4.7,1.8,75,"59,547",Laurent Koscielny,3-4-3,Andre Marriner,https://fbref.com/en/matches/baa538cc/Arsenal-Manchester-United-December-2-2017-Premier-League,
24,2017-12-10,12:00 ,Premier League,Matchweek 16,Sun,Away,D,1,1,Southampton,0.7,1.3,67,"31,643",Per Mertesacker,3-4-3,Robert Madley,https://fbref.com/en/matches/8a233cbd/Southampton-Arsenal-December-10-2017-Premier-League,
25,2017-12-13,20:00 ,Premier League,Matchweek 17,Wed,Away,D,0,0,West Ham,1.0,0.4,69,"56,921",Laurent Koscielny,4-3-3,Jonathan Moss,https://fbref.com/en/matches/2f10aa8f/West-Ham-United-Arsenal-December-13-2017-Premier-League,
26,2017-12-16,15:00 ,Premier League,Matchweek 18,Sat,Home,W,1,0,Newcastle Utd,1.8,0.3,71,"59,379",Laurent Koscielny,4-3-3,Stuart Attwell,https://fbref.com/en/matches/2d7430b9/Arsenal-Newcastle-United-December-16-2017-Premier-League,
28,2017-12-22,19:45 ,Premier League,Matchweek 19,Fri,Home,D,3,3,Liverpool,1.2,2.0,54,"59,409",Laurent Koscielny,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/12c55371/Arsenal-Liverpool-December-22-2017-Premier-League,
29,2017-12-28,20:00 ,Premier League,Matchweek 20,Thu,Away,W,3,2,Crystal Palace,1.8,1.3,64,"25,762",Laurent Koscielny,3-4-3,Michael Oliver,https://fbref.com/en/matches/f0510a2c/Crystal-Palace-Arsenal-December-28-2017-Premier-League,
30,2017-12-31,16:30 ,Premier League,Matchweek 21,Sun,Away,D,1,1,West Brom,0.9,1.5,65,"26,223",Laurent Koscielny,3-4-3,Mike Dean,https://fbref.com/en/matches/1d0f3208/West-Bromwich-Albion-Arsenal-December-31-2017-Premier-League,
31,2018-01-03,19:45 ,Premier League,Matchweek 22,Wed,Home,D,2,2,Chelsea,1.2,3.0,58,"59,379",Petr Čech,3-4-3,Anthony Taylor,https://fbref.com/en/matches/cea73804/North-West-London-Derby-Arsenal-Chelsea-January-3-2018-Premier-League,
34,2018-01-14,13:30 ,Premier League,Matchweek 23,Sun,Away,L,1,2,Bournemouth,1.1,0.8,59,"10,836",Petr Čech,3-4-3,Kevin Friend,https://fbref.com/en/matches/085a3a26/Bournemouth-Arsenal-January-14-2018-Premier-League,
35,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Home,W,4,1,Crystal Palace,2.9,0.6,63,"59,386",Laurent Koscielny,4-1-4-1,Chris Kavanagh,https://fbref.com/en/matches/65607b87/Arsenal-Crystal-Palace-January-20-2018-Premier-League,
