,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Kelechi Iheanacho,14.0,ng NGA,FW,24-086,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Demarai Gray,7.0,jm JAM,FW,24-183,19,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
2,Harvey Barnes,15.0,eng ENG,LW,23-019,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0
3,Ayoze Pérez,17.0,es ESP,RW,27-152,90,7,4,2,4,1,2,5,40.0,3,1,0,1,0,7,0,0
4,Dennis Praet,26.0,be BEL,AM,26-228,65,2,2,0,1,1,1,1,100.0,0,2,0,2,1,3,0,0
5,Jamie Vardy,9.0,eng ENG,AM,33-352,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
6,Nampalys Mendy,24.0,sn SEN,DM,28-188,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0
7,Hamza Choudhury,20.0,eng ENG,DM,23-088,56,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
8,Youri Tielemans,8.0,be BEL,DM,23-235,34,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
9,Luke Thomas,33.0,eng ENG,LB,19-201,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
10,Jonny Evans,6.0,nir NIR,CB,32-360,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0
11,Daniel Amartey,18.0,gh GHA,CB,26-007,90,1,1,1,0,0,1,1,100.0,0,1,0,1,3,4,1,0
12,James Justin,2.0,eng ENG,RB,22-309,90,6,4,3,2,1,3,3,100.0,0,1,0,1,0,6,3,0
13,Kasper Schmeichel,1.0,dk DEN,GK,34-053,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,22,16,9,10,3,8,14,57.1,6,8,0,8,9,31,11,0
