,num,joueur
0,1,Jonas Lössl
1,5,Terence Kongolo
2,7,Juninho Bacuna
3,8,Philip Billing
4,15,Chris Löwe
5,18,Isaac Mbenza
6,21,Alex Pritchard
7,24,Steve Mounié
8,25,Mathias Jørgensen
9,26,Christopher Schindler
10,33,Florent Hadergjonaj
