,num,joueur
0,5,Nathan Aké
1,6,Andrew Surman
2,11,Charlie Daniels
3,17,Joshua King
4,22,Emerson Hyndman
5,24,Ryan Fraser
6,26,Tyrone Mings
7,31,Lys Mousset
8,33,Jordon Ibe
9,,
10,1,Artur Boruc
