,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
22,2018-12-08,15:00 ,Premier League,Matchweek 16,Sat,Home,W,1,0,Huddersfield,1.4,0.3,62,"59,893",Granit Xhaka,3-1-4-2,Paul Tierney,https://fbref.com/en/matches/9bcabb8e/Arsenal-Huddersfield-Town-December-8-2018-Premier-League,
24,2018-12-16,13:30 ,Premier League,Matchweek 17,Sun,Away,L,2,3,Southampton,1.9,1.3,66,"29,497",Laurent Koscielny,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/31896db5/Southampton-Arsenal-December-16-2018-Premier-League,
26,2018-12-22,12:30 ,Premier League,Matchweek 18,Sat,Home,W,3,1,Burnley,1.6,1.2,60,"59,493",Mesut Özil,4-3-1-2,Kevin Friend,https://fbref.com/en/matches/ffe874ee/Arsenal-Burnley-December-22-2018-Premier-League,
27,2018-12-26,17:15 ,Premier League,Matchweek 19,Wed,Away,D,1,1,Brighton,0.8,1.1,67,"30,608",Laurent Koscielny,4-1-2-1-2◆,Anthony Taylor,https://fbref.com/en/matches/60a25a27/Brighton-and-Hove-Albion-Arsenal-December-26-2018-Premier-League,
28,2018-12-29,17:30 ,Premier League,Matchweek 20,Sat,Away,L,1,5,Liverpool,1.0,3.8,52,"53,326",Aaron Ramsey,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/33716a25/Liverpool-Arsenal-December-29-2018-Premier-League,
29,2019-01-01,15:00 ,Premier League,Matchweek 21,Tue,Home,W,4,1,Fulham,4.5,1.4,60,"59,887",Laurent Koscielny,3-4-3,Graham Scott,https://fbref.com/en/matches/652ef5bb/Arsenal-Fulham-January-1-2019-Premier-League,
31,2019-01-12,12:30 ,Premier League,Matchweek 22,Sat,Away,L,0,1,West Ham,0.7,0.6,58,"59,946",Laurent Koscielny,3-4-3,Jonathan Moss,https://fbref.com/en/matches/3e57e4cd/West-Ham-United-Arsenal-January-12-2019-Premier-League,
32,2019-01-19,17:30 ,Premier League,Matchweek 23,Sat,Home,W,2,0,Chelsea,1.5,0.9,36,"59,979",Laurent Koscielny,4-1-2-1-2◆,Anthony Taylor,https://fbref.com/en/matches/edb777b6/North-West-London-Derby-Arsenal-Chelsea-January-19-2019-Premier-League,
34,2019-01-29,19:45 ,Premier League,Matchweek 24,Tue,Home,W,2,1,Cardiff City,2.6,0.8,70,"59,933",Mesut Özil,4-3-1-2,Mike Dean,https://fbref.com/en/matches/f37ab33c/Arsenal-Cardiff-City-January-29-2019-Premier-League,
35,2019-02-03,16:30 ,Premier League,Matchweek 25,Sun,Away,L,1,3,Manchester City,0.7,2.7,41,"54,483",Laurent Koscielny,4-4-2,Martin Atkinson,https://fbref.com/en/matches/dba05e48/Manchester-City-Arsenal-February-3-2019-Premier-League,
36,2019-02-09,15:00 ,Premier League,Matchweek 26,Sat,Away,W,2,1,Huddersfield,1.4,1.6,45,"24,182",Laurent Koscielny,3-4-3,Jonathan Moss,https://fbref.com/en/matches/99562ab3/Huddersfield-Town-Arsenal-February-9-2019-Premier-League,
39,2019-02-24,14:05 ,Premier League,Matchweek 27,Sun,Home,W,2,0,Southampton,2.1,0.8,62,"59,877",Aaron Ramsey,4-2-3-1,Graham Scott,https://fbref.com/en/matches/1f6dfbb4/Arsenal-Southampton-February-24-2019-Premier-League,
40,2019-02-27,19:45 ,Premier League,Matchweek 28,Wed,Home,W,5,1,Bournemouth,2.5,0.9,64,"59,618",Laurent Koscielny,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/59600e66/Arsenal-Bournemouth-February-27-2019-Premier-League,
41,2019-03-02,12:30 ,Premier League,Matchweek 29,Sat,Away,D,1,1,Tottenham,2.6,1.6,40,"81,332",Laurent Koscielny,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/72ed853c/North-London-Derby-Tottenham-Hotspur-Arsenal-March-2-2019-Premier-League,
43,2019-03-10,16:30 ,Premier League,Matchweek 30,Sun,Home,W,2,0,Manchester Utd,1.7,2.3,46,"60,000",Laurent Koscielny,3-4-1-2,Jonathan Moss,https://fbref.com/en/matches/6a9904c8/Arsenal-Manchester-United-March-10-2019-Premier-League,
45,2019-04-01,20:00 ,Premier League,Matchweek 32,Mon,Home,W,2,0,Newcastle Utd,0.8,0.1,70,"59,869",Aaron Ramsey,3-4-3,Anthony Taylor,https://fbref.com/en/matches/5bf58a42/Arsenal-Newcastle-United-April-1-2019-Premier-League,
46,2019-04-07,14:05 ,Premier League,Matchweek 33,Sun,Away,L,0,1,Everton,0.3,2.4,57,"39,400",Mesut Özil,3-4-3,Kevin Friend,https://fbref.com/en/matches/2da6911d/Everton-Arsenal-April-7-2019-Premier-League,
48,2019-04-15,20:00 ,Premier League,Matchweek 34,Mon,Away,W,1,0,Watford,2.3,1.0,65,"20,480",Laurent Koscielny,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/b3f8966d/Watford-Arsenal-April-15-2019-Premier-League,
50,2019-04-21,16:00 ,Premier League,Matchweek 35,Sun,Home,L,2,3,Crystal Palace,1.2,1.6,72,"59,929",Laurent Koscielny,3-4-1-2,Jonathan Moss,https://fbref.com/en/matches/e379285b/Arsenal-Crystal-Palace-April-21-2019-Premier-League,
51,2019-04-24,19:45 ,Premier League,Matchweek 31,Wed,Away,L,1,3,Wolves,0.8,1.2,70,"31,436",Laurent Koscielny,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/199f42bd/Wolverhampton-Wanderers-Arsenal-April-24-2019-Premier-League,
52,2019-04-28,12:00 ,Premier League,Matchweek 36,Sun,Away,L,0,3,Leicester City,0.6,3.3,34,"32,037",Granit Xhaka,4-4-2,Michael Oliver,https://fbref.com/en/matches/373a22ae/Leicester-City-Arsenal-April-28-2019-Premier-League,
54,2019-05-05,16:30 ,Premier League,Matchweek 37,Sun,Home,D,1,1,Brighton,2.4,1.9,70,"59,965",Mesut Özil,4-3-1-2,Anthony Taylor,https://fbref.com/en/matches/0fdf10d7/Arsenal-Brighton-and-Hove-Albion-May-5-2019-Premier-League,
56,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Away,W,3,1,Burnley,2.7,1.7,60,"21,461",Nacho Monreal,4-2-3-1,Mike Dean,https://fbref.com/en/matches/302b231e/Burnley-Arsenal-May-12-2019-Premier-League,
