,num,joueur
0,,Stéphane Sessègnon
1,,Michael Turner
2,,Lee Cattermole
3,,Ahmed Elmohamady
4,,Asamoah Gyan
5,,Jordan Henderson
6,,Jack Colback
7,,Nedum Onuoha
8,,Danny Welbeck
9,,
10,,Craig Gordon
